clouds (%),Date ,dewpt (°C),dhi (W/m²),dni (W/m²),ghi (W/m²),max_dhi (W/m²),max_dni (W/m²),max_ghi (W/m²),max_temp (°C),max_uv (Index),max_wind_dir (°),max_wind_spd (m/s),min_temp (°C),precip (mm),precip_gpm (mm/hr),pres (hPa),rh (%),slp (hPa),solar_rad (W/m²),temp (°C),wind_dir (°),wind_gust_spd (m/s),wind_spd (m/s)
0.0,2024-12-16,11.0,41,340,213,115,907,755,31.1,6.2,148,3.2,15.2,0.0,0.0,1010,0.51,1014,213,22.4,148,6.8,2.1
0.07,2024-12-17,11.8,41,340,213,115,907,754,29.6,6.2,142,3.2,14.4,0.0,0.0,1009,0.56,1013,211,21.6,142,6.0,2.0
0.07,2024-12-18,13.0,41,340,213,115,907,754,30.7,6.2,149,2.4,15.6,0.0,0.0,1008,0.59,1012,213,22.0,149,5.2,1.8
0.0,2024-12-19,14.0,41,339,213,115,907,754,30.0,6.2,177,2.8,16.3,0.0,0.0,1008,0.62,1011,213,22.0,177,5.6,1.7
0.41,2024-12-20,14.2,41,339,213,115,908,754,28.1,5.0,187,3.2,15.6,0.0,0.0,1008,0.65,1011,161,21.7,187,6.0,1.9
0.08,2024-12-21,14.7,41,339,213,115,908,753,29.6,6.2,130,2.8,16.3,0.0,0.0,1008,0.63,1011,213,22.3,130,4.4,1.6
0.37,2024-12-22,17.8,41,339,213,115,908,754,26.7,4.2,205,3.2,18.5,0.0,0.0,1009,0.78,1012,152,22.0,205,7.6,2.1
0.76,2024-12-23,16.0,41,339,213,115,908,754,27.0,5.3,291,2.4,19.6,0.0,0.0,1009,0.67,1013,166,22.8,291,6.4,1.7
0.54,2024-12-24,11.9,41,339,213,115,908,754,25.9,4.1,156,3.2,17.8,0.0,0.0,1010,0.56,1014,157,21.1,156,7.2,2.6
0.34,2024-12-25,14.9,41,339,213,115,908,754,27.4,5.2,199,2.8,17.0,0.0,0.0,1011,0.65,1014,203,21.9,199,5.6,2.0
0.65,2024-12-26,18.8,41,339,213,115,908,755,29.3,4.5,140,2.4,20.4,0.0,0.0,1012,0.72,1015,206,24.2,140,6.4,1.7
0.32,2024-12-27,18.5,41,339,214,115,909,755,28.5,5.4,288,3.2,20.4,0.0,0.0,1012,0.73,1015,200,23.9,288,6.4,1.7
0.07,2024-12-28,16.8,41,339,214,116,909,756,27.0,5.8,345,2.8,19.3,0.0,0.0,1013,0.69,1016,214,22.8,345,6.8,2.4
0.01,2024-12-29,17.3,41,339,214,116,909,757,29.3,6.0,97,3.6,18.5,0.0,0.0,1013,0.7,1016,214,23.2,97,6.4,2.6
0.0,2024-12-30,18.0,41,340,215,116,909,758,30.0,6.2,136,2.8,18.9,0.0,0.0,1013,0.71,1016,215,23.8,136,6.8,2.2
0.05,2024-12-31,17.9,41,340,215,116,910,759,30.4,5.4,146,2.8,18.1,0.0,0.0,1013,0.72,1016,214,23.7,146,5.6,2.0
