State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,03-04-2024,? 500,"? 1,300",? 950,154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,04-04-2024,? 200,"? 1,000",? 700,154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,05-04-2024,? 400,? 800,? 700,154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,19-04-2024,? 500,"? 1,400","? 1,150",154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,23-04-2024,? 600,"? 1,200",? 900,154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,27-04-2024,? 500,"? 1,200",? 950,154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,29-04-2024,? 600,"? 1,300","? 1,050",154
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,05-01-2024,"? 1,000","? 2,000","? 1,750",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,13-01-2024,"? 1,000","? 2,200","? 1,700",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,16-01-2024,"? 1,000","? 2,500","? 1,950",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,18-01-2024,"? 1,000","? 1,800","? 1,500",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,01-02-2024,? 500,"? 1,500",? 950,34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,03-02-2024,? 400,"? 1,200",? 950,34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,13-02-2024,"? 1,500","? 2,800","? 2,300",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,24-02-2024,? 800,"? 2,200","? 1,700",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,06-03-2024,"? 1,000","? 2,000","? 1,550",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,22-03-2024,"? 1,000","? 2,200","? 1,850",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,28-03-2024,? 400,"? 1,200",? 850,34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,13-04-2024,? 800,"? 1,800","? 1,550",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,18-04-2024,? 500,"? 1,800","? 1,350",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,19-04-2024,"? 1,000","? 2,250","? 1,750",34
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,24-04-2024,"? 1,000","? 2,500","? 1,900",34
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,16-01-2024,"? 4,000","? 4,800","? 4,650",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,19-01-2024,"? 3,000","? 4,000","? 3,300",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,25-01-2024,"? 2,000","? 4,000","? 3,650",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,07-02-2024,"? 2,500","? 5,000","? 3,850",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,08-02-2024,"? 2,000","? 4,000","? 3,200",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,13-02-2024,"? 2,000","? 4,000","? 3,100",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,22-02-2024,"? 2,000","? 4,000","? 3,650",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,09-03-2024,"? 2,000","? 6,000","? 4,500",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,19-03-2024,"? 4,000","? 5,500","? 4,850",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,22-03-2024,"? 2,000","? 5,000","? 4,650",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,05-04-2024,"? 2,500","? 4,000","? 3,400",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,18-04-2024,"? 2,500","? 4,000","? 3,150",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,19-04-2024,"? 2,500","? 4,000","? 3,350",81
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,08-01-2024,? 800,"? 1,300","? 1,150",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,29-01-2024,? 800,"? 1,100","? 1,000",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,06-02-2024,? 600,"? 1,200","? 1,050",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,08-02-2024,? 500,"? 1,000",? 850,157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,16-02-2024,? 800,"? 1,200","? 1,100",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,26-02-2024,"? 1,000","? 2,000","? 1,700",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,02-03-2024,"? 1,000","? 1,800","? 1,500",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,28-03-2024,? 800,"? 1,300","? 1,100",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,30-03-2024,? 700,"? 1,300","? 1,050",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,02-04-2024,? 700,"? 1,200","? 1,050",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,12-04-2024,? 700,"? 1,200","? 1,050",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,29-04-2024,? 700,"? 1,200","? 1,000",157
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,01-01-2024,? 800,"? 1,200","? 1,050",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,09-01-2024,? 800,"? 1,200","? 1,050",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,19-01-2024,? 800,"? 1,200","? 1,100",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,31-01-2024,? 800,"? 1,200","? 1,000",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,09-02-2024,? 800,"? 1,200","? 1,100",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,15-02-2024,? 900,"? 1,300","? 1,150",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,18-03-2024,"? 1,000","? 2,000","? 1,650",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,19-03-2024,"? 1,200","? 1,700","? 1,650",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,12-04-2024,? 600,"? 1,000",? 900,84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,13-04-2024,? 500,? 800,? 650,84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,19-04-2024,? 500,? 800,? 650,84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,29-04-2024,? 700,"? 1,000",? 850,84
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,06-01-2024,"? 3,000","? 6,000","? 5,650",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,13-01-2024,"? 3,000","? 6,500","? 5,750",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,18-01-2024,"? 3,000","? 7,000","? 6,250",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,19-01-2024,"? 3,500","? 7,000","? 6,350",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,27-01-2024,"? 4,000","? 7,000","? 6,250",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,06-02-2024,"? 4,000","? 6,500","? 6,000",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,12-02-2024,"? 4,000","? 7,500","? 6,250",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,15-02-2024,"? 4,000","? 7,500","? 6,500",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,28-02-2024,"? 5,000","? 10,000","? 7,350",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,12-03-2024,"? 3,500","? 8,500","? 6,500",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,15-03-2024,"? 3,000","? 10,000","? 7,750",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,28-03-2024,"? 1,500","? 9,500","? 7,000",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,20-04-2024,"? 2,000","? 5,500","? 4,250",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,24-04-2024,"? 1,500","? 4,500","? 3,450",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,27-04-2024,"? 2,000","? 4,000","? 3,350",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,29-04-2024,"? 2,000","? 4,500","? 3,650",75
Gujarat,Ahmedabad,Ahmedabad,Drumstick,Other,FAQ,12-07-2024,"? 5,000","? 8,000","? 7,000",168
Gujarat,Ahmedabad,Ahmedabad,Drumstick,Other,FAQ,30-07-2024,"? 5,000","? 7,000","? 6,500",168
Gujarat,Ahmedabad,Ahmedabad,Drumstick,Other,FAQ,05-07-2024,"? 4,000","? 8,000","? 6,000",168
Gujarat,Ahmedabad,Ahmedabad,Drumstick,Other,FAQ,08-07-2024,"? 5,000","? 10,000","? 7,750",168
Gujarat,Ahmedabad,Ahmedabad,Drumstick,Other,FAQ,25-07-2024,"? 4,000","? 9,000","? 6,850",168
Gujarat,Ahmedabad,Ahmedabad,Drumstick,Other,FAQ,31-07-2024,"? 4,500","? 8,000","? 6,500",168
Gujarat,Ahmedabad,Ahmedabad,Elephant Yam (Suran),Other,FAQ,01-07-2024,"? 5,500","? 6,500","? 6,250",296
Gujarat,Ahmedabad,Ahmedabad,Elephant Yam (Suran),Other,FAQ,16-07-2024,"? 7,000","? 8,000","? 7,650",296
Gujarat,Ahmedabad,Ahmedabad,Elephant Yam (Suran),Other,FAQ,20-07-2024,"? 6,800","? 7,500","? 7,250",296
Gujarat,Ahmedabad,Ahmedabad,Elephant Yam (Suran),Other,FAQ,23-07-2024,"? 6,500","? 7,500","? 7,150",296
Gujarat,Ahmedabad,Ahmedabad,Elephant Yam (Suran),Other,FAQ,24-07-2024,"? 6,000","? 7,000","? 6,750",296
Gujarat,Ahmedabad,Ahmedabad,Elephant Yam (Suran),Other,FAQ,30-07-2024,"? 6,000","? 7,000","? 6,500",296
Gujarat,Ahmedabad,Ahmedabad,Yam (Ratalu),Other,FAQ,01-07-2024,"? 4,500","? 6,000","? 5,750",297
Gujarat,Ahmedabad,Ahmedabad,Pointed gourd (Parval),Other,FAQ,02-07-2024,"? 1,500","? 5,000","? 2,400",303
Gujarat,Ahmedabad,Ahmedabad,Pointed gourd (Parval),Other,FAQ,05-07-2024,"? 1,500","? 4,500","? 2,250",303
Gujarat,Ahmedabad,Ahmedabad,Pointed gourd (Parval),Other,FAQ,08-07-2024,"? 1,500","? 4,000","? 3,750",303
Gujarat,Ahmedabad,Ahmedabad,Pointed gourd (Parval),Other,FAQ,19-07-2024,"? 1,200","? 2,500","? 1,900",303
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,FAQ,11-07-2024,"? 2,000","? 6,500","? 5,500",85
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,FAQ,18-07-2024,"? 1,500","? 5,000","? 3,250",85
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,FAQ,30-07-2024,"? 2,000","? 5,500","? 4,750",85
Gujarat,Ahmedabad,Ahmedabad,Mango (Raw-Ripe),Other,FAQ,06-07-2024,"? 1,500","? 4,000","? 2,850",172
Gujarat,Ahmedabad,Ahmedabad,Mango (Raw-Ripe),Other,FAQ,08-07-2024,"? 1,500","? 3,000","? 2,450",172
Gujarat,Ahmedabad,Ahmedabad,Mango (Raw-Ripe),Other,FAQ,15-07-2024,"? 1,500","? 3,000","? 2,650",172
Gujarat,Ahmedabad,Ahmedabad,Ginger(Green),Other,FAQ,02-07-2024,"? 10,000","? 12,000","? 10,600",103
Gujarat,Ahmedabad,Ahmedabad,Ginger(Green),Other,FAQ,23-07-2024,"? 6,000","? 11,000","? 10,400",103
Gujarat,Ahmedabad,Ahmedabad,Ginger(Green),Other,FAQ,27-07-2024,"? 4,000","? 10,800","? 5,650",103
Gujarat,Ahmedabad,Ahmedabad,Surat Beans (Papadi),Other,FAQ,22-07-2024,"? 3,500","? 4,000","? 3,850",300
Gujarat,Ahmedabad,Ahmedabad,Surat Beans (Papadi),Other,FAQ,29-07-2024,"? 5,500","? 6,000","? 5,750",300
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,11-07-2024,"? 5,000","? 10,000","? 7,250",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,23-07-2024,"? 4,500","? 8,000","? 6,500",75
Gujarat,Ahmedabad,Ahmedabad,Guar,Other,FAQ,24-07-2024,"? 4,000","? 8,000","? 6,500",75
Gujarat,Ahmedabad,Ahmedabad,Sweet Potato,Other,FAQ,13-07-2024,"? 3,000","? 5,000","? 4,500",152
Gujarat,Ahmedabad,Ahmedabad,Sweet Potato,Other,FAQ,15-07-2024,"? 4,000","? 5,000","? 4,650",152
Gujarat,Ahmedabad,Ahmedabad,Sweet Potato,Other,FAQ,24-07-2024,"? 6,000","? 7,200","? 7,000",152
Gujarat,Ahmedabad,Ahmedabad,Sweet Potato,Other,FAQ,31-07-2024,"? 5,000","? 6,000","? 5,350",152
Gujarat,Ahmedabad,Ahmedabad,French Beans (Frasbean),Other,FAQ,02-07-2024,"? 6,000","? 10,000","? 8,750",298
Gujarat,Ahmedabad,Ahmedabad,French Beans (Frasbean),Other,FAQ,04-07-2024,"? 6,000","? 9,000","? 8,000",298
Gujarat,Ahmedabad,Ahmedabad,French Beans (Frasbean),Other,FAQ,05-07-2024,"? 5,500","? 8,000","? 7,250",298
Gujarat,Ahmedabad,Ahmedabad,French Beans (Frasbean),Other,FAQ,11-07-2024,"? 5,000","? 10,000","? 8,500",298
Gujarat,Ahmedabad,Ahmedabad,French Beans (Frasbean),Other,FAQ,16-07-2024,"? 5,000","? 10,000","? 7,750",298
Gujarat,Ahmedabad,Ahmedabad,French Beans (Frasbean),Other,FAQ,18-07-2024,"? 4,000","? 9,000","? 8,250",298
Gujarat,Ahmedabad,Ahmedabad,French Beans (Frasbean),Other,FAQ,31-07-2024,"? 3,500","? 9,000","? 6,500",298
Gujarat,Ahmedabad,Ahmedabad,Carrot,Other,FAQ,30-07-2024,"? 1,000","? 1,600","? 1,400",153
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,03-07-2024,"? 1,000","? 3,500","? 2,650",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,04-07-2024,"? 1,200","? 4,000","? 2,650",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,08-07-2024,"? 1,000","? 4,000","? 2,650",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,09-07-2024,"? 1,200","? 4,000","? 2,750",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,15-07-2024,"? 1,200","? 4,500","? 2,750",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,16-07-2024,"? 1,000","? 3,500","? 2,250",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,19-07-2024,"? 1,000","? 2,500","? 1,650",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,20-07-2024,? 400,"? 2,500","? 1,200",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,24-07-2024,? 600,"? 2,500","? 1,100",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,27-07-2024,? 700,"? 3,000","? 1,750",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,29-07-2024,? 500,"? 3,000","? 2,000",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,30-07-2024,? 700,"? 2,800","? 1,400",82
Gujarat,Ahmedabad,Ahmedabad,Bottle gourd,Other,FAQ,31-07-2024,? 800,"? 3,000","? 1,800",82
Gujarat,Ahmedabad,Ahmedabad,Tomato,Other,FAQ,16-07-2024,"? 4,500","? 8,000","? 6,850",78
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,03-07-2024,"? 1,200","? 1,500","? 1,400",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,09-07-2024,"? 1,200","? 2,000","? 1,750",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,20-07-2024,? 800,"? 1,750","? 1,450",157
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,06-07-2024,"? 1,400","? 3,200","? 2,850",154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,18-07-2024,"? 2,000","? 3,500","? 3,100",154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,20-07-2024,"? 2,000","? 3,500","? 3,300",154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,25-07-2024,"? 1,500","? 2,500","? 2,300",154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,16-07-2024,"? 2,000","? 3,600","? 3,250",154
Gujarat,Ahmedabad,Ahmedabad,Cabbage,Other,FAQ,23-07-2024,"? 1,800","? 3,000","? 2,700",154
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,04-07-2024,"? 1,000","? 1,500","? 1,350",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,13-07-2024,"? 1,000","? 1,800","? 1,550",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,19-07-2024,"? 1,000","? 1,800","? 1,600",157
Gujarat,Ahmedabad,Ahmedabad,Beetroot,Other,FAQ,26-07-2024,? 800,"? 2,000","? 1,500",157
Gujarat,Ahmedabad,Ahmedabad,Cucumbar(Kheera),Other,FAQ,01-07-2024,? 500,"? 5,500","? 2,800",159
Gujarat,Ahmedabad,Ahmedabad,Cucumbar(Kheera),Other,FAQ,19-07-2024,? 800,"? 6,000","? 2,850",159
Gujarat,Ahmedabad,Ahmedabad,Cucumbar(Kheera),Other,FAQ,23-07-2024,? 800,"? 5,500","? 2,650",159
Gujarat,Ahmedabad,Ahmedabad,Cucumbar(Kheera),Other,FAQ,29-07-2024,"? 1,000","? 3,000","? 2,350",159
Gujarat,Ahmedabad,Ahmedabad,Onion Green,Other,FAQ,01-07-2024,"? 2,000","? 6,000","? 5,250",358
Gujarat,Ahmedabad,Ahmedabad,Onion Green,Other,FAQ,10-07-2024,"? 2,000","? 5,000","? 4,500",358
Gujarat,Ahmedabad,Ahmedabad,Onion Green,Other,FAQ,11-07-2024,"? 2,000","? 6,000","? 4,750",358
Gujarat,Ahmedabad,Ahmedabad,Onion Green,Other,FAQ,19-07-2024,"? 2,000","? 6,500","? 4,750",358
Gujarat,Ahmedabad,Ahmedabad,Onion Green,Other,FAQ,22-07-2024,"? 1,500","? 6,500","? 4,650",358
Gujarat,Ahmedabad,Ahmedabad,Onion Green,Other,FAQ,29-07-2024,"? 2,000","? 5,000","? 3,850",358
Gujarat,Ahmedabad,Ahmedabad,Capsicum,Capsicum,FAQ,11-07-2024,"? 3,000","? 6,000","? 5,250",164
Gujarat,Ahmedabad,Ahmedabad,Capsicum,Capsicum,FAQ,15-07-2024,"? 1,500","? 5,500","? 4,750",164
Gujarat,Ahmedabad,Ahmedabad,Capsicum,Capsicum,FAQ,19-07-2024,"? 2,000","? 4,500","? 3,450",164
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,02-07-2024,"? 1,000","? 3,000","? 1,900",35
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,06-07-2024,"? 1,000","? 2,500","? 1,950",35
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,08-07-2024,"? 1,000","? 3,000","? 2,150",35
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,09-07-2024,"? 1,000","? 2,500","? 2,150",35
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,11-07-2024,"? 1,000","? 3,000","? 2,350",35
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,15-07-2024,"? 1,000","? 3,000","? 2,350",35
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,19-07-2024,? 300,"? 2,000","? 1,650",35
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,20-07-2024,? 300,"? 1,500","? 1,100",35
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,26-07-2024,? 300,"? 1,500","? 1,150",35
Gujarat,Ahmedabad,Ahmedabad,Brinjal,Other,FAQ,29-07-2024,? 800,"? 2,500","? 2,000",35
Gujarat,Ahmedabad,Ahmedabad,Groundnut pods (raw),Other,FAQ,08-07-2024,"? 4,000","? 7,000","? 6,500",312
Gujarat,Ahmedabad,Ahmedabad,Groundnut pods (raw),Other,FAQ,15-07-2024,"? 6,000","? 7,500","? 6,750",312
Gujarat,Ahmedabad,Ahmedabad,Groundnut pods (raw),Other,FAQ,20-07-2024,"? 6,000","? 7,500","? 7,000",312
Gujarat,Ahmedabad,Ahmedabad,Groundnut pods (raw),Other,FAQ,22-07-2024,"? 6,500","? 8,000","? 7,500",312
Gujarat,Ahmedabad,Ahmedabad,Groundnut pods (raw),Other,FAQ,30-07-2024,"? 6,500","? 8,500","? 7,000",312
Gujarat,Ahmedabad,Ahmedabad,Groundnut pods (raw),Other,FAQ,31-07-2024,"? 6,000","? 7,500","? 6,750",312
Gujarat,Ahmedabad,Ahmedabad,Colacasia,Other,FAQ,09-07-2024,"? 3,800","? 5,000","? 4,500",318
Gujarat,Ahmedabad,Ahmedabad,Colacasia,Other,FAQ,10-07-2024,"? 4,000","? 5,200","? 4,750",318
Gujarat,Ahmedabad,Ahmedabad,Amla(Nelli Kai),Other,FAQ,27-07-2024,"? 4,000","? 4,500","? 4,350",355
Gujarat,Ahmedabad,Ahmedabad,Tinda,Other,FAQ,29-07-2024,"? 2,000","? 5,500","? 4,750",349
Gujarat,Ahmedabad,Ahmedabad,Papaya (Raw),Other,FAQ,06-07-2024,"? 1,000","? 1,400","? 1,350",313
Gujarat,Ahmedabad,Ahmedabad,Papaya (Raw),Other,FAQ,08-07-2024,"? 1,000","? 1,300","? 1,200",313
Gujarat,Ahmedabad,Ahmedabad,Papaya (Raw),Other,FAQ,10-07-2024,"? 1,000","? 1,300","? 1,200",313
Gujarat,Ahmedabad,Ahmedabad,Papaya (Raw),Other,FAQ,24-07-2024,"? 1,400","? 1,500","? 1,450",313
Gujarat,Ahmedabad,Ahmedabad,Papaya (Raw),Other,FAQ,29-07-2024,"? 1,000","? 1,500","? 1,350",313
Gujarat,Ahmedabad,Ahmedabad,Banana - Green,Other,FAQ,27-07-2024,? 600,"? 1,000",? 850,90
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,FAQ,02-07-2024,"? 2,500","? 6,500","? 5,250",85
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,FAQ,06-07-2024,"? 2,500","? 7,000","? 5,750",85
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,FAQ,10-07-2024,"? 2,500","? 7,000","? 6,000",85
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,FAQ,24-07-2024,"? 1,500","? 3,500","? 3,250",85
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,FAQ,29-07-2024,"? 2,000","? 6,000","? 4,650",85
Gujarat,Ahmedabad,Ahmedabad,Bhindi(Ladies Finger),Other,FAQ,31-07-2024,"? 2,000","? 6,000","? 4,850",85
Gujarat,Ahmedabad,Ahmedabad,Green Chilli,Other,FAQ,01-07-2024,"? 3,500","? 5,500","? 4,450",87
Gujarat,Ahmedabad,Ahmedabad,Green Chilli,Other,FAQ,05-07-2024,"? 3,500","? 7,000","? 5,850",87
Gujarat,Ahmedabad,Ahmedabad,Green Chilli,Other,FAQ,19-07-2024,"? 2,000","? 5,000","? 3,750",87
Gujarat,Ahmedabad,Ahmedabad,Peas Wet,Other,FAQ,11-07-2024,"? 13,000","? 15,000","? 14,500",174
Gujarat,Ahmedabad,Ahmedabad,Peas Wet,Other,FAQ,12-07-2024,"? 4,000","? 14,500","? 14,000",174
Gujarat,Ahmedabad,Ahmedabad,Peas Wet,Other,FAQ,16-07-2024,"? 10,000","? 12,000","? 11,500",174
Gujarat,Ahmedabad,Ahmedabad,Peas Wet,Other,FAQ,22-07-2024,"? 10,000","? 11,500","? 11,000",174
Gujarat,Ahmedabad,Ahmedabad,Peas Wet,Other,FAQ,23-07-2024,"? 11,000","? 11,500","? 11,200",174
Gujarat,Ahmedabad,Ahmedabad,Peas Wet,Other,FAQ,24-07-2024,"? 10,000","? 11,000","? 10,500",174
Gujarat,Ahmedabad,Ahmedabad,Peas Wet,Other,FAQ,25-07-2024,"? 8,000","? 10,000","? 9,250",174
Gujarat,Ahmedabad,Ahmedabad,Cauliflower,Other,FAQ,02-07-2024,"? 1,500","? 3,000","? 2,900",34
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,01-07-2024,? 500,"? 1,500","? 1,300",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,05-07-2024,"? 1,000","? 1,500","? 1,350",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,08-07-2024,? 800,"? 1,200","? 1,050",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,11-07-2024,"? 1,000","? 1,500","? 1,350",84
Gujarat,Ahmedabad,Ahmedabad,Pumpkin,Other,FAQ,27-07-2024,? 500,"? 1,000",? 750,84
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,15-07-2024,"? 2,000","? 5,000","? 3,000",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,19-07-2024,"? 1,200","? 3,500","? 1,850",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,01-07-2024,"? 1,000","? 7,000","? 2,900",81
Gujarat,Ahmedabad,Ahmedabad,Bitter gourd,Other,FAQ,20-07-2024,"? 1,000","? 3,500","? 1,700",81
Gujarat,Ahmedabad,Ahmedabad,Lemon,Other,FAQ,06-07-2024,"? 2,500","? 6,500","? 5,150",310
Gujarat,Ahmedabad,Ahmedabad,Lemon,Other,FAQ,16-07-2024,"? 3,000","? 6,000","? 4,650",310
Gujarat,Ahmedabad,Ahmedabad,Lemon,Other,FAQ,18-07-2024,"? 4,000","? 6,000","? 5,000",310
Gujarat,Ahmedabad,Ahmedabad,Lemon,Other,FAQ,23-07-2024,"? 4,000","? 7,000","? 5,750",310
