clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_uv,max_wind_dir,max_wind_spd,min_temp,precip,precip_gpm,pres,rh,slp,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd,Market
9,24-11-2024,16.3,43,349,227,117,914,790,31.5,6.6,63,2.8,19.3,0,0,1008,61,1013,226,980,8022,5212,5205,25.1,1732386600,63,6.8,2.2,Bardoli
7,25-11-2024,14.8,43,348,226,117,913,788,30.7,6.6,70,4.4,20.4,0,0,1008,55,1013,226,978,8009,5189,5189,25.2,1732473000,70,8.4,3.3,Bardoli
0,26-11-2024,12.5,42,348,225,117,913,785,31.5,6.6,71,4.4,18.9,0,0,1008,50,1014,225,977,7995,5167,5167,24.6,1732559400,71,9.2,3.3,Bardoli
0,27-11-2024,12.1,42,347,224,117,912,783,31.1,6.6,71,4.4,18.1,0,0,1008,50,1013,224,975,7982,5147,5147,24.4,1732645800,71,9.2,3.3,Bardoli
0,28-11-2024,12.5,42,347,223,117,912,780,30.7,6.6,70,5.6,17.4,0,0,1008,52,1013,223,973,7970,5126,5126,24,1732732200,70,11.2,3.5,Bardoli
0,29-11-2024,11.2,42,346,222,116,911,778,28.9,6.5,65,4.8,18.1,0,0,1008,49,1013,222,971,7958,5107,5107,23.5,1732818600,65,10.8,3.5,Bardoli
2,30-11-2024,11.6,42,345,221,116,911,776,28.9,6.5,57,4.4,17,0,0,1007,52,1012,221,969,7946,5088,5088,22.7,1732905000,57,9.2,3.3,Bardoli
47,01-12-2024,13.6,42,345,220,116,911,774,30,5.6,54,3.6,17.4,0,0,1005,56,1010,162,968,7934,5070,3720,23.5,1732991400,54,8.4,2.8,Bardoli
50,02-12-2024,16.5,42,344,220,116,910,772,31.5,6.4,72,4.8,20,0,0,1004,60,1009,199,966,7923,5053,4574,25.4,1733077800,72,9.6,3.4,Bardoli
54,03-12-2024,17.6,42,344,219,116,910,770,32.2,6,70,4.8,22.2,0,0,1006,57,1011,208,965,7913,5037,4787,27.2,1733164200,70,9.2,3.6,Bardoli
75,04-12-2024,18.9,42,344,218,116,910,768,31.9,5.2,63,4.4,24.4,0,0,1006,59,1012,191,963,7903,5021,4386,27.7,1733250600,63,8.4,3.1,Bardoli
28,05-12-2024,21.1,42,343,218,116,909,767,32.2,5.5,61,3.6,24.1,0,0,1007,68,1012,214,962,7893,5006,4918,27.7,1733337000,61,7.2,2.3,Bardoli
51,06-12-2024,18.6,42,343,217,116,909,765,32.2,4.2,128,2.8,22.6,0,0,1006,63,1012,173,961,7884,4992,3972,26.8,1733423400,128,6.4,2.4,Bardoli
72,07-12-2024,12,42,342,216,116,909,764,30,5.1,192,2.8,19.6,0,0,1006,49,1012,189,960,7875,4979,4358,24.4,1733509800,192,6.8,2.1,Bardoli
2,08-12-2024,11.9,42,342,216,116,909,762,29.3,6.3,184,2.8,17,0,0,1007,53,1012,216,958,7866,4967,4967,22.7,1733596200,184,6.4,2.1,Bardoli
11,09-12-2024,5.4,42,342,215,116,908,761,27.4,5.8,37,4.4,15.6,0,0,1008,39,1014,204,957,7858,4956,4691,21.2,1733682600,37,9.2,3.3,Bardoli
14,10-12-2024,7.2,42,341,215,116,908,760,27.4,5.6,53,5.6,14.4,0,0,1008,43,1014,202,956,7851,4946,4649,20.8,1733769000,53,11.6,4,Bardoli
2,11-12-2024,12,42,341,215,115,908,759,30.4,6.3,61,4,17.4,0,0,1008,50,1013,215,956,7844,4936,4935,23.2,1733855400,61,8.4,3.1,Bardoli
11,12-12-2024,13.6,42,341,214,115,908,758,29.6,6.2,65,3.6,17.4,0,0,1008,58,1013,210,955,7838,4928,4827,23,1733941800,65,6.8,2.7,Bardoli
65,13-12-2024,10.6,41,341,214,115,908,757,28.1,2.2,58,5.6,16.7,0,0,1009,51,1014,100,954,7832,4920,2310,21.9,1734028200,58,11.6,4,Bardoli
3,14-12-2024,9.8,41,340,214,115,908,756,28.5,6.2,71,5.6,16.3,0,0,1010,46,1015,214,953,7826,4913,4913,22.3,1734114600,71,10.8,4.2,Bardoli
0,15-12-2024,10.4,41,340,213,115,908,755,30.7,6.2,73,4.4,17.4,0,0,1010,47,1015,213,953,7821,4908,4908,23.2,1734201000,73,8.8,3.5,Bardoli
0,16-12-2024,10.9,41,340,213,115,907,755,31.9,6.2,92,3.6,16.3,0,0,1008,49,1014,213,952,7817,4903,4903,23.3,1734287400,92,8,2.6,Bardoli
8,17-12-2024,12.2,41,340,213,115,907,754,31.1,6.2,103,2.8,15.9,0,0,1007,55,1012,213,952,7813,4899,4888,22.9,1734373800,103,5.2,1.9,Bardoli
16,18-12-2024,12.5,41,340,213,115,907,754,32.2,6.2,161,2.8,16.3,0,0,1006,55,1011,213,951,7809,4896,4896,23.2,1734460200,161,6.4,2,Bardoli
0,19-12-2024,13.6,41,339,213,115,907,754,31.5,6.2,172,2.4,15.9,0,0,1006,60,1011,213,951,7806,4894,4894,22.8,1734546600,172,6,1.9,Bardoli
42,20-12-2024,14.4,41,339,213,115,908,754,29.3,5.1,171,2.8,16.7,0,0,1006,64,1011,152,951,7804,4893,3496,22.4,1734633000,171,5.2,1.5,Bardoli
3,21-12-2024,15.1,41,339,213,115,908,753,30.7,6.2,151,2.4,17.4,0,0,1006,63,1011,213,951,7802,4893,4893,23.2,1734719400,151,5.6,1.5,Bardoli
35,22-12-2024,17.3,41,339,213,115,908,754,27.8,4.7,210,3.6,18.1,0,0,1007,75,1012,175,951,7801,4894,4036,22.3,1734805800,210,7.2,1.8,Bardoli
85,23-12-2024,16.6,41,339,213,115,908,754,27.4,5.1,291,2.8,20,0,0,1007,68,1013,152,951,7800,4895,3503,23.1,1734892200,291,6,1.5,Bardoli
59,24-12-2024,12.7,41,339,213,115,908,754,26.3,3.7,201,3.2,18.5,0,0,1008,57,1013,110,951,7800,4898,2525,21.8,1734978600,201,7.2,2.6,Bardoli
61,25-12-2024,15.4,41,339,213,115,908,754,28.9,5,175,2.8,18.1,0,0,1009,63,1014,194,951,7800,4902,4456,23,1735065000,175,5.6,1.8,Bardoli
56,26-12-2024,19,41,339,213,115,908,755,29.6,5,141,3.2,20.7,0,0,1010,71,1015,205,951,7801,4906,4712,24.7,1735151400,141,7.6,2.1,Bardoli
29,27-12-2024,18.9,41,339,214,115,909,755,29.6,5.8,250,2.8,20.4,0,0,1010,73,1015,212,951,7803,4912,4868,24.4,1735237800,250,6,1.5,Bardoli
16,28-12-2024,17.5,41,339,214,116,909,756,28.5,5.3,343,2.8,20,0,0,1010,69,1016,213,952,7805,4919,4893,23.7,1735324200,343,6,1.9,Bardoli
2,29-12-2024,18.2,41,339,214,116,909,757,30,6.1,103,3.2,19.3,0,0,1011,71,1016,214,952,7808,4926,4926,24.1,1735410600,103,7.2,2.5,Bardoli
0,30-12-2024,18.8,41,340,215,116,909,758,31.1,6.2,147,3.6,20.4,0,0,1010,71,1016,215,953,7811,4934,4934,24.9,1735497000,147,8,2.3,Bardoli
14,31-12-2024,18.6,41,340,215,116,910,759,31.5,5.5,140,3.2,19.6,0,0,1011,70,1016,210,954,7815,4944,4820,24.8,1735583400,140,5.2,1.9,Bardoli
