clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd
3,2024-12-14,9.8,41,340,214,115,908,756,28.5,1734166800,6.2,71,5.6,1734141600,16.3,1734123600,0.0,0.0,1010,final,46,1015,0,0,214,953,7826,4913,4913,22.3,1734114600,71,10.8,4.2
0,2024-12-15,10.4,41,340,213,115,908,755,30.7,1734253200,6.2,73,4.4,1734220800,17.4,1734220800,0.0,0.0,1010,final,47,1015,0,0,213,953,7821,4908,4908,23.2,1734201000,73,8.8,3.5
0,2024-12-16,10.9,41,340,213,115,907,755,31.9,1734339600,6.2,92,3.6,1734339600,16.3,1734303600,0.0,0.0,1008,final,49,1014,0,0,213,952,7817,4903,4903,23.3,1734287400,92,8.0,2.6
8,2024-12-17,12.2,41,340,213,115,907,754,31.1,1734426000,6.2,103,2.8,1734433200,15.9,1734393600,0.0,0.0,1007,final,55,1012,0,0,213,952,7813,4899,4888,22.9,1734373800,103,5.2,1.9
16,2024-12-18,12.5,41,340,213,115,907,754,32.2,1734526800,6.2,161,2.8,1734526800,16.3,1734487200,0.0,0.0,1006,final,55,1011,0,0,213,951,7809,4896,4896,23.2,1734460200,161,6.4,2.0
0,2024-12-19,13.6,41,339,213,115,907,754,31.5,1734598800,6.2,172,2.4,1734602400,15.9,1734566400,0.0,0.0,1006,final,60,1011,0,0,213,951,7806,4894,4894,22.8,1734546600,172,6.0,1.9
42,2024-12-20,14.4,41,339,213,115,908,754,29.3,1734685200,5.1,171,2.8,1734685200,16.7,1734652800,0.0,0.0,1006,final,64,1011,0,0,152,951,7804,4893,3496,22.4,1734633000,171,5.2,1.5
3,2024-12-21,15.1,41,339,213,115,908,753,30.7,1734771600,6.2,151,2.4,1734739200,17.4,1734739200,0.0,0.0,1006,final,63,1011,0,0,213,951,7802,4893,4893,23.2,1734719400,151,5.6,1.5
35,2024-12-22,17.3,41,339,213,115,908,754,27.8,1734858000,4.7,210,3.6,1734858000,18.1,1734825600,0.0,0.0,1007,final,75,1012,0,0,175,951,7801,4894,4036,22.3,1734805800,210,7.2,1.8
85,2024-12-23,16.6,41,339,213,115,908,754,27.4,1734944400,5.1,291,2.8,1734955200,20.0,1734894000,0.0,0.0,1007,final,68,1013,0,0,152,951,7800,4895,3503,23.1,1734892200,291,6.0,1.5
59,2024-12-24,12.7,41,339,213,115,908,754,26.3,1735030800,3.7,201,3.2,1735030800,18.5,1735005600,0.0,0.0,1008,final,57,1013,0,0,110,951,7800,4898,2525,21.8,1734978600,201,7.2,2.6
61,2024-12-25,15.4,41,339,213,115,908,754,28.9,1735117200,5.0,175,2.8,1735084800,18.1,1735084800,0.0,0.0,1009,final,63,1014,0,0,194,951,7800,4902,4456,23.0,1735065000,175,5.6,1.8
56,2024-12-26,19.0,41,339,213,115,908,755,29.6,1735203600,5.0,141,3.2,1735203600,20.7,1735171200,0.0,0.0,1010,final,71,1015,0,0,205,951,7801,4906,4712,24.7,1735151400,141,7.6,2.1
29,2024-12-27,18.9,41,339,214,115,909,755,29.6,1735290000,5.8,250,2.8,1735304400,20.4,1735264800,0.0,0.0,1010,final,73,1015,0,0,212,951,7803,4912,4868,24.4,1735237800,250,6.0,1.5
16,2024-12-28,17.5,41,339,214,116,909,756,28.5,1735376400,5.3,343,2.8,1735376400,20.0,1735351200,0.0,0.0,1010,final,69,1016,0,0,213,952,7805,4919,4893,23.7,1735324200,343,6.0,1.9
2,2024-12-29,18.2,41,339,214,116,909,757,30.0,1735462800,6.1,103,3.2,1735473600,19.3,1735437600,0.0,0.0,1011,final,71,1016,0,0,214,952,7808,4926,4926,24.1,1735410600,103,7.2,2.5
0,2024-12-30,18.8,41,340,215,116,909,758,31.1,1735549200,6.2,147,3.6,1735560000,20.4,1735516800,0.0,0.0,1010,final,71,1016,0,0,215,953,7811,4934,4934,24.9,1735497000,147,8.0,2.3
14,2024-12-31,18.6,41,340,215,116,910,759,31.5,1735635600,5.5,140,3.2,1735646400,19.6,1735610400,0.0,0.0,1011,final,70,1016,0,0,210,954,7815,4944,4820,24.8,1735583400,140,5.2,1.9
