,Min_Price,Max_Price,Modal_Price,Commodity_Code
Min_Price,1.0,0.9359480303997746,0.959209725701132,-0.036253481768687014
Max_Price,0.9359480303997746,1.0,0.989548202352608,-0.04465779391985669
Modal_Price,0.959209725701132,0.989548202352608,1.0,-0.04327079008615166
Commodity_Code,-0.036253481768687014,-0.04465779391985669,-0.04327079008615166,1.0
