Actual_Price,Linear_Regression,Random_Forest,XGBoost,Neural_Network,Stacking_Ensemble,Voting_Ensemble
1500,1561.16470466996,1571.378884155065,2116.4092,1612.9585,1596.5554272032869,1700.9315141003515
1300,1937.4542328556686,1894.3637702287833,1689.4271,2027.9996,1894.6879972033591,1822.3932300140793
7500,12041.500928097332,10060.680101540614,12119.9375,10971.518,11521.106051902552,11813.633685334671
6500,5994.567642441467,6114.5382533146685,6132.7334,5622.56,5984.622052559141,6073.6930324979
12500,11593.230133642548,12097.70626984127,11791.398,10559.702,11917.713207663333,11795.183826233953
1000,1258.0596815706135,986.0103838692265,1210.6368,1508.0249,1049.8832707245474,1154.8368743239132
6500,6355.598728225574,6233.756186868686,6050.4023,5661.7695,6222.547092954679,6171.66108017067
2105,2020.6135766903867,2105.1475893516313,2180.8247,2219.8716,2079.088978138774,2095.689692102338
500,644.2696103897911,513.95,908.4091,668.19666,574.0289479803579,671.9094228209045
1500,1488.1921651193852,1488.199816849817,1968.0664,1435.0391,1531.4362504429632,1653.8290744921294
1400,1451.4564299358303,1241.7051248588014,1639.2262,1628.4504,1330.5546454238176,1448.1385837040534
5625,6659.519324702269,6628.603513431015,6969.344,6138.7944,6710.12322608322,6759.989542118231
5000,4741.692710711933,4951.881106013497,5041.7275,4458.806,4948.315724306467,4934.724243548501
3000,2795.6317232999963,2970.401725363226,2653.04,2782.6338,2901.178576574781,2828.7716762649693
1000,946.4185803854621,1000.8476617261425,962.06824,1236.9244,973.4541105626703,969.3374198587585
2445,2319.3036241268637,2438.99852474323,2308.658,2495.1484,2408.8999658760927,2375.9429554791946
