Actual_Price,Linear_Regression,Random_Forest,XGBoost,Neural_Network,Stacking_Ensemble,Voting_Ensemble
2500,2032.3017871322331,1346.3567460317456,1372.4601,2137.3198,1544.043678948197,1605.0759205251586
5755,5332.489070055459,5733.167486795456,6154.1807,5209.568,5724.806890315746,5785.5977472941095
3500,3544.882394992628,3495.139880952381,3164.1956,3474.4634,3413.3031946118554,3393.976491568508
5000,4815.714041909643,5088.928403377846,4687.2617,4561.761,4982.556845793533,4872.984841687129
6000,6847.289286867432,7123.746494070148,6963.6094,6257.8926,7018.325498743585,6911.681104735376
4500,4295.6322696501065,4284.118020051845,4363.629,4172.82,4285.084910385968,4317.735887312356
600,660.5776522976307,524.1153846153849,690.11774,1159.4895,554.8550518707457,618.6396227509912
2250,2001.0773838379941,2230.4371470394285,2308.7366,1810.1338,2174.8172967128485,2166.008820567125
750,924.9220602453179,755.267925561029,1067.4467,1370.4926,796.1481109022131,898.4519965951857
10005,9216.20281564035,9973.637380952381,9894.128,8574.629,9661.117863502866,9701.321057509815
4250,3953.1037342105583,4253.550644212743,4329.1934,3849.4536,4160.384748084689,4180.439243021211
3750,3515.1424071012207,3689.7395490620493,3672.0767,3471.5645,3663.8247938429586,3594.2692413772797
7750,7235.601638694856,6912.777306648263,7381.667,6644.36,7207.740571157963,7290.085614639252
2000,2165.4079345280948,1879.568523576197,1863.54,2156.984,1931.9013100708676,1967.2181740811832
1000,1987.305648398678,1698.393886896775,1784.6102,2147.338,1757.0314550730568,1828.4023528986
2500,2462.492490797159,2299.8181080954137,2166.1492,2486.21,2315.4362070262023,2322.356754468605
1500,1461.4247796313816,1346.0414145572347,1287.7922,1628.2456,1355.9629381852208,1382.3914541152465
3000,3234.085384671566,2481.8940079365075,2660.3538,3303.509,2701.743704485679,2758.9597100477126
1500,1513.4916650833707,1509.8855127169286,1457.9062,1739.0575,1515.4538266865925,1495.0308492981756
4250,3961.2684322269074,3965.125714285715,4151.2266,3856.2134,4017.5389872361084,4044.6210260220687
2110,2073.2690748186706,2140.8360768398275,2315.7163,2247.865,2110.602859862516,2134.2465164344285
3000,2844.7116270794486,2856.534761904762,2823.6423,2925.669,2820.5621246215223,2827.1001212894203
7500,7118.401376212539,7500.294230233132,7451.488,6536.3296,7475.649863462788,7363.690012980783
3000,3327.1295604418083,2982.857142857143,3422.995,3124.8716,3157.872542942243,3255.530244668816
4000,3743.7811968537626,3923.069052059052,4021.4038,3663.8206,3868.3452468996593,3881.7431269442695
4000,4119.687115021454,4000.0,3905.6987,3791.1155,4038.0807832765895,4032.2564758678823
1660,1506.5480427302768,1541.911865079365,1714.9504,1751.5437,1562.7195387761235,1603.035471723975
5075,5262.9459591877685,5487.04057800231,5420.445,4832.1685,5442.8163352145,5400.749302651416
6850,6444.004844358172,6073.960903216689,6270.5073,5906.7837,6106.363309313433,6201.138075275142
5500,5268.783660723875,5292.87854978355,4735.466,5063.4106,5062.940873164373,5040.77717159985
2500,3503.260065558788,3412.380230880232,3189.8396,3333.8442,3383.9723710276485,3351.026605529682
2000,1860.3682243688695,1999.993867243867,1962.8271,2101.2612,1954.6454350085764,1939.193255238665
5600,6618.5708608648665,6714.813405354237,6615.427,6154.2637,6750.642493000973,6654.477735788968
2000,1705.3127310191694,1773.1707738095238,1981.5758,1961.5974,1763.1306644141778,1800.3499036919263
4500,4333.42298711518,4503.89769119769,4746.2837,4333.612,4461.453989717716,4524.696526056426
1800,1677.0672436992427,1780.5337795374558,1468.9419,1855.2324,1670.1675641708118,1610.511913708992
12000,11202.408105791284,11256.069024130633,10960.432,10256.962,11364.527838637667,11185.929695528212
4500,2342.668683950067,2010.833333333333,2931.4072,2421.1196,2435.8999611699273,2498.820333695739
2000,3046.8361152167463,2868.6848214285706,3407.516,2901.6277,3316.2365796278045,3196.3575377155253
5000,4695.703150460156,4857.520354191312,4726.2627,4443.973,4750.344288272975,4731.418839731979
6200,5660.493995027059,5786.765761923262,5974.408,5433.1343,5953.187197186773,5887.970598088336
4500,4213.746362685498,4474.3475775979205,4297.0625,4066.6743,4358.944230636761,4323.597659098388
4250,3784.5014742706753,4041.9718435103196,4242.815,3693.5881,3987.3147025039725,3989.5714343614563
13540,12462.919987807229,13428.718902757866,12620.798,11282.596,13020.47982838401,12845.061358646528
3500,3678.2747425449893,3453.3171626984117,3829.7085,3619.3484,3596.4532838068926,3687.256715169031
1000,1696.0137439272085,1298.2970580734557,1226.174,1479.5355,1367.8267517712186,1392.9618639378084
2000,2163.912359838254,1880.5451410182493,2122.8252,2154.7483,1952.2623285605616,2034.5865195415563
4000,3693.1926805768085,3999.4014350012676,3885.4326,3643.586,3907.6217589271455,3873.1459900361538
2500,2462.430392974682,2397.4532118123666,2431.6562,2489.0562,2429.011671254418,2467.6476585157834
1500,1505.9824741933348,1487.4645833333332,1503.989,1726.5029,1459.166526840346,1498.9846765890697
9975,9550.602832701548,10000.796152042401,10287.519,8883.577,9962.830053553984,9955.542679990773
10300,9620.529857835449,10288.718823953823,10511.422,8954.957,10217.502478212253,10181.785768541207
1800,2140.790161712329,1989.6431060606058,2257.8408,2177.56,2109.705404339865,2120.6399338319316
2250,2144.922322031415,2245.536645781119,2283.5293,2330.025,2210.623722316083,2199.4685777498034
3000,7637.459483631386,7452.653010276766,7362.42,6907.582,7558.655258241393,7474.492047593256
3275,4521.627951272328,3868.7104563492053,4440.1133,4349.749,3947.015730673228,4264.372436820439
500,598.6666127950434,519.564489333336,628.27496,1016.21735,533.2414558415669,578.7793969422856
14200,13219.027774548831,13267.039103535353,13351.957,12033.986,13321.204995880646,13318.03088739699
20060,18440.350546042653,19177.809601370853,18564.152,16947.791,19058.329100186675,18869.864251928677
1000,1473.3904512684721,1291.157199911234,1410.7286,1630.2815,1326.6895028691954,1393.229464721571
3995,3451.3003563323373,3588.0875992063493,3773.2905,3340.5532,3564.1745803845424,3554.5668031957102
2300,2404.169374366798,2241.996930384431,2213.304,2365.497,2244.9550041191524,2240.318475686348
2500,3504.4403176036203,2553.123178210679,2515.897,3434.8892,2678.261367312589,2836.856165113845
4000,3885.2525896930483,3992.23392871018,3723.5212,3664.622,3930.0747734205274,3847.7675820174554
6000,5649.964485553235,5999.174388510506,5794.106,5222.136,5908.304610927844,5814.298861750612
3965,3760.9986128981704,4027.2235653445905,3909.8484,3688.9775,3899.160936263061,3873.4464664497696
1500,1403.753552946696,1115.0420634920638,1292.4495,1145.8251,1212.2743155407761,1277.974394213099
3500,3437.263652205723,3665.7795634920635,3504.4084,3463.238,3661.106781170352,3580.855399843065
5000,4875.560406555382,5001.099303444662,5007.8804,4501.3394,4986.432904042039,4952.973233130499
5000,5099.81248405601,5138.695073323363,4945.595,4999.1577,5067.542223807195,5047.806972932784
4805,4433.111743180261,4795.876488095238,4554.2856,4268.3306,4638.5670652168865,4590.376293666391
5500,5218.515853324021,5508.40804437051,5368.5317,4832.4683,5436.104917859155,5372.365988800809
5000,4772.657698549259,4911.984263310218,5498.542,4606.4478,5073.347671358063,5124.88731620621
1500,1419.2078247417212,1495.4778101870068,1474.1738,1248.9902,1463.6589213148989,1454.6590126152694
2125,2008.2744744381034,1959.4731251353933,2043.5469,2165.4312,1989.1219324918097,2030.3683117646667
1200,1368.2016980829785,1450.1935926754734,1410.1592,1195.4385,1422.751999289294,1441.5945382351392
500,475.25018048235916,495.0708069638966,486.19424,896.0499,475.847488814288,486.44592061847334
4000,4009.5131128698226,3998.5768239113836,4130.9087,3860.9849,4006.3013076081625,4031.555267705168
6060,5459.526308913122,5924.590373376622,5688.9004,5399.9976,5811.09458416915,5759.599224664261
1200,1174.2448640578532,1200.684471084471,1222.6775,1427.2827,1186.9647552903039,1205.599056992463
1750,1672.8907281316674,1750.182697988286,1794.4435,1923.9781,1718.919894515348,1720.8205225364993
1900,1772.131340595477,1908.5521457575794,1845.793,2022.754,1852.4518481625728,1844.1615770643004
3525,3318.917883993887,3447.366692768193,3423.8523,3221.2722,3422.670680518278,3420.641277008299
2485,2349.426149001777,2463.0204123799444,2391.4155,2509.357,2407.858127023202,2394.964391024745
3650,5243.195786075083,5012.0359508667625,5313.478,4921.2036,4974.292366774773,5138.422854381916
5000,6831.5114775388665,6678.253848567229,6958.27,6235.1313,6794.51781373601,6823.57773629158
4200,4036.457924097703,4265.914747566623,3638.8716,3887.6763,4197.912604696185,4027.5676572253374
2380,2176.847478096389,2274.9724404761905,2180.5432,2366.1235,2257.1719947317433,2217.2768031113296
2000,2400.6541591614014,2297.828496503497,2397.2,2477.7212,2397.9865584482004,2397.8252675981566
2000,1764.3095065265657,1927.3101926263253,1665.9965,1522.2325,1856.3111295121482,1782.1079191510607
5800,5584.702886120579,5861.1630222922495,5490.5625,5256.9966,5729.595306648497,5660.047105039298
1200,1358.0119780649034,905.8743918663037,1104.6991,1544.6038,1016.2052715628574,1133.395200240594
2605,2495.7032478681085,2363.964742566865,2580.139,2565.206,2466.764288068695,2504.3160200991747
7230,6690.940709261396,7023.882346681097,6651.7,6230.994,6906.492965709708,6808.441331793474
4700,4409.0745757555105,4690.848088807187,4593.8096,4226.5776,4611.330112432048,4565.860307132932
6000,5701.087690967583,5737.586147093383,5827.327,5223.2666,5614.5201719546985,5721.70545758856
2500,5265.977861832521,4310.805479242979,4586.06,4817.358,4465.583575191586,4645.726230058014
2450,2406.938616364777,2353.8685883985486,2223.9844,2492.5784,2343.6974467742684,2350.7134170436716
3500,-1417.3728208754383,2979.0990259740265,3537.5356,4490.4653,2205.603844448772,1836.9774497526396
6300,6033.60917158148,6358.995353366842,6121.9033,5608.7383,6252.872900071202,6119.598229625389
5700,6358.949641492392,6065.421044433644,6353.2993,5873.316,6377.513235048819,6361.370110527777
2755,5076.54115198484,4899.7535714285705,5079.8994,4616.658,5025.938639828291,5043.304779476287
1550,1446.7488726029637,1521.2906825396828,1522.8372,1638.6118,1481.7712721484172,1488.3383553396743
1500,1461.9566448960595,1502.3517857142858,1642.2684,1690.3649,1487.6283909307097,1518.832365541596
4500,4069.1741426675203,4429.325193639076,4387.9116,4083.661,4313.638491853795,4268.633606788223
3000,2918.895196683544,3000.0868372171562,3021.8674,2940.2913,2971.0352586851914,2968.079592535929
11750,10948.704368611523,10223.73678876679,10649.717,10047.484,10740.795236435886,10754.524997899434
12000,11226.781935634723,11466.313363858791,11020.911,10280.447,11405.076368268892,11243.531582656084
2200,2538.798117419886,2424.620840964591,2284.5664,2629.295,2353.8235215496297,2397.527545894907
600,747.0416814976033,606.4412949178193,671.73065,1285.4932,619.946143849682,644.7660743175815
6500,6093.55742893844,6324.5787893021115,6147.3887,5618.902,6298.271533809602,6202.376699600519
1300,1302.6465453366745,1292.3391845473368,1291.3804,1540.7147,1287.6245212397898,1301.3254109208776
6680,6669.15619169182,6335.242485164795,6261.4956,6159.098,6650.413633986876,6548.286624917797
6500,6481.853350988802,6532.133035714288,6963.2256,5843.195,6616.3093116306045,6648.613476663199
2065,2026.324046321849,2172.9803246097763,2078.559,2244.2842,2101.5116359567887,2085.1235939579997
3500,3196.539430221394,3650.4911002886006,3571.816,3242.733,3490.8412602313633,3440.85936606887
15250,14180.690378317056,12808.926263872856,13033.017,12932.291,13368.077478728628,13444.243484303413
1500,1409.2060093686177,1435.7523809523807,1759.7686,1239.8921,1472.6607185488751,1552.228168739408
4515,4307.786094140378,4394.5975644976,4600.1025,4109.147,4472.3063094022655,4462.596108775586
3500,3193.235106433425,3493.3404761904762,3359.9346,3176.7598,3316.635877733291,3352.311830484325
4000,3728.9011226446687,2965.0530372405374,3229.7751,3596.3308,3176.29233025913,3351.2306248621394
1400,1488.2830262260459,1424.7020045630395,1223.2123,1658.7441,1417.00986940096,1391.3500066056397
1500,1427.4008910166954,1469.405411255411,1363.1821,1614.7261,1441.2314143995702,1431.8319873008904
5255,4971.44188977999,3308.7336507936507,3990.7705,4647.3765,3742.492499471912,4063.0863018176337
500,593.2152304914821,528.2947025197025,701.9076,1074.616,539.3108180341991,599.3275839083707
400,372.89813770912633,404.98403130924817,431.05115,830.04425,379.59588259632835,414.0147959451647
4850,6424.465652151169,6128.836873664221,6155.5947,5898.446,6128.16323775893,6160.41952809677
500,878.9006454935311,724.4452256592125,802.80475,1330.2095,751.9135350285939,790.8296333610338
3000,2794.634673506769,2791.2770490222697,2534.5474,2781.0225,2778.6472402650847,2746.089531168446
7000,6438.847015368257,6907.30738544686,6626.5576,6097.554,6683.494762151538,6669.982493737796
2500,2797.445842989929,2569.0838095238096,2523.3196,2650.644,2630.9624756921744,2614.440682832054
5010,4694.932779711504,4946.876868442833,4699.369,4451.761,4862.936711869588,4769.018242334812
3550,5001.957649003317,4737.220194740748,5082.465,4677.783,4944.751447262465,4990.059492043457
1500,1948.0798428886997,1733.1035152463496,1545.511,2057.0354,1697.6700284788324,1690.7053661770387
13625,12598.535037899954,11891.460079365077,13044.805,11430.707,12347.337339596043,12654.733533242797
4500,4126.661092982241,4420.601934404803,4748.881,4115.9287,4336.984573496656,4382.822978359575
3000,2821.056493027296,2742.8781279759824,2473.3293,2855.9688,2752.496185502109,2711.5520757490303
7750,7203.373906568601,7670.131939634439,7090.8657,6665.5464,7422.586830718497,7271.265023343705
1500,1608.1466123215964,1492.1751051519686,1436.3789,1786.0353,1505.741804622431,1526.991762473971
1500,1796.715773043179,1471.9941027090179,1469.6715,1932.6173,1560.247105313204,1573.9639222911544
2000,1988.554311836896,1998.9805253623188,1889.0402,2067.9795,1970.7154979920801,1965.1291161850338
3500,4806.400804314848,3514.3003968253965,4175.676,4440.2974,3966.9424351684584,4230.467283537689
4000,3831.0657978321105,4146.749445970696,3904.6272,3759.6338,4030.39935974916,3954.384645657494
4000,3836.5537370290476,3996.202838827839,3787.8906,3751.8198,3889.7959410241465,3857.300781890159
10000,9291.000327546713,9900.923701298703,9836.35,8270.26,9742.53530783208,9635.795537513011
2625,2445.685722219223,2590.35911949162,2419.9697,2604.076,2541.7160291686614,2496.8743401942497
2000,2162.915310045026,1994.2368784590913,2033.9979,2153.459,2018.9234403149621,2039.2648065663018
5000,4986.652703116502,3663.476890756302,4650.539,4686.557,4212.9669829047325,4524.498339379555
7000,6424.546380570604,6679.452544794131,6794.5967,6168.657,6607.266589415954,6635.49756064898
4000,3884.268972733039,4014.8057142857147,4325.8696,3674.9282,4205.850248280884,4055.396891898466
15500,14432.323948195488,13988.130332035002,13033.017,13170.334,13696.107688279233,13650.962457992697
5300,4944.470698688596,5081.42051587146,5038.5225,4664.4727,5097.2011953392575,5046.496711505849
2905,2704.4279241466734,2863.438013709699,2745.5034,2831.9976,2812.687410371881,2784.7013433177094
6000,5961.479648776634,6323.178254906396,6064.9497,5764.988,6162.338624330128,6133.1376412352765
5015,4668.71490782799,4915.211252718311,4627.3193,4448.9575,4748.277980612869,4699.605388032426
5950,5659.306484059254,5684.880839607507,5897.7876,5180.4463,5827.418866963469,5811.086364192386
9000,8376.831461477508,8488.15249862653,8173.9805,7594.086,8318.173577372125,8357.305340524343
7700,7159.292651140233,7649.600938697319,7214.0146,6599.9375,7417.922774221911,7286.589084816888
1650,1773.1269045206495,1865.6837301587302,1539.3507,1872.4143,1801.5044035283508,1741.596578442651
5000,5111.782452166544,4738.098412698412,5318.7446,4595.21,5206.926805423489,5130.470579021156
7415,6921.468691137339,7215.759450985522,7279.027,6383.685,7210.372441101407,7140.919423035405
2450,2406.938616364777,2353.8685883985486,2223.9844,2492.5784,2343.6974467742684,2350.7134170436716
1000,1793.724623663497,1362.86184979059,1071.586,1931.0594,1425.581175092496,1382.8206735018894
4000,4115.20039095193,4001.4285714285716,4078.8862,3786.4277,4043.585101390162,4084.477289983941
3000,3034.3676222095983,3000.0,3073.981,3016.667,3024.681466115461,3076.756604789742
5300,4985.246253046293,4973.811640340953,4972.586,4670.69,5054.175113203055,5033.411849318135
1000,889.5856680531369,1013.9694222444223,830.32623,745.2133,942.4566989789915,911.0046996751389
1000,923.3298479370883,840.3637447815154,769.37,1276.394,845.2445328681097,843.3827134642901
5000,6647.514833276894,5823.540263861955,6099.3022,6205.9116,6062.029631836198,6218.690278424019
3500,3625.056727536678,3425.8908820346323,3500.3616,3420.0264,3489.0896245554045,3511.26315824616
6000,5693.586691085258,5962.494922217556,5646.19,5227.9985,5910.362795897587,5755.425860773971
2000,2359.07968923068,2371.359415584416,2028.4965,2400.2148,2264.06708642219,2226.268910234487
7875,7272.084893718311,7701.971102756892,7633.309,6726.0034,7605.881560827015,7597.08432723211
9000,10276.956778728298,9021.329518520695,9097.846,9236.962,9365.284098201957,9512.455136358925
900,1016.8056172488427,760.9404761904764,1118.2144,1405.3816,834.7349414868512,937.7064321517631
900,820.7287456755098,848.2824675324675,1121.38,708.2601,898.4078438308919,955.295105810661
9070,8355.796668289076,7167.599186507936,8290.185,7794.675,7854.295597554114,8097.854416056776
5225,4783.501050629807,4822.104574863168,4924.3604,4410.4565,4835.487280985299,4802.067096757054
7000,6923.170337820095,7015.4010714285705,7980.7817,6097.1714,7158.253402948562,7352.995933500076
2000,1269.6834155152333,943.4878066378069,1459.0476,1536.1603,1157.7576543451253,1251.4291193434901
2500,3215.825313985186,2387.202899877899,2732.493,3145.3723,2639.933640543677,2837.4798467626083
5500,5130.9063781343875,5387.350083840993,5348.36,4818.183,5356.220916137358,5300.209521014073
7365,6722.039268828057,7174.344260504205,6712.343,6331.8413,6772.638282589876,6801.497964966155
4850,4522.551290517569,4867.614857755135,4190.902,4270.1226,4678.925248882006,4533.327503006848
2150,2341.039914748462,2145.573141684558,2050.6997,2383.54,2175.679132043599,2190.972660909152
4210,3988.4876636444183,4216.845956758384,4329.1934,3881.4712,4161.148835674439,4188.788797911496
1500,1917.3278865027924,1430.4972943722942,1483.8859,1800.1545,1501.2133106620913,1553.2719186391225
1000,1678.7507230340557,883.3504379362654,1113.0337,1814.19,1094.131768887435,1255.4677881281016
8255,7707.017392674586,7892.893365384616,8018.684,7111.2007,7920.474095177199,7917.901195124454
11200,14006.089321860356,14160.49593135469,13033.017,12788.561,13681.138747965126,13547.750805345115
500,509.27406909704587,408.78178210678203,346.69717,690.67535,398.0822362879497,411.0838289461955
2645,2480.1810778580566,2552.987058175033,2539.7603,2618.1152,2528.8185878180484,2516.1167765245923
1500,1648.3439266957025,1458.1671695012974,1511.0247,1795.0153,1489.597200159556,1516.2551219041543
4400,4116.082256150491,4348.371258106252,4100.8477,3986.58,4303.035774336338,4192.088969196745
15000,13777.280775956751,14775.217532467532,14269.306,13349.872,14238.192339501875,14270.990291382559
1000,1097.2236386894333,918.9734460186861,1094.6593,1439.6084,957.5666206081276,1020.0970144878462
500,551.1512345309593,495.7785714285715,610.8238,1092.2103,498.28665153894485,553.5485106355663
500,384.08275928370676,504.9976825077719,559.7243,500.2022,463.1922804922292,478.3091404454155
1900,1836.2460033866932,1944.8080014430016,1967.7102,2077.9458,1923.9455123476403,1922.5465900615875
950,867.3714009305791,897.7290593844587,748.8683,1301.8812,873.6421020436192,843.5269064895241
6000,5513.554014369405,5999.223935104154,5375.1567,5204.477,5835.74432002685,5631.820247410185
4125,3828.7822470695264,4118.328800505049,4062.0662,3748.5698,4025.5585867696727,3986.251347877414
6790,6268.285449956681,6199.115663780663,6415.047,5937.3154,6383.205861762006,6386.2176367697975
3000,2690.4429701145027,2998.0460033269883,2994.247,2793.456,2894.5684616608423,2884.5081780822293
5000,4582.748476223617,4505.481966814899,4647.8667,4544.5015,4553.753084227172,4624.6877740028285
2500,2344.3442385364297,2486.4523584980775,2264.5266,2451.287,2425.3931871503655,2371.479229009445
1000,1470.898900903765,1188.0890442890443,1328.3713,1675.6235,1263.3481252004653,1293.4291005936036
1300,1185.6785451207788,1249.5987131053503,1065.7366,1415.488,1206.6669991787855,1181.1975650919594
4250,3955.214358769301,4242.097230058167,4130.348,3858.9922,4156.221883965926,4128.146405244194
2200,2336.0546657823247,2314.652064850495,2070.8728,2372.7427,2293.2446876033327,2264.885179004014
1200,1118.7520133295875,996.6087675623864,1008.7779,1373.0967,1014.8832467913317,1051.5355760861523
3900,3500.369647694477,3877.4391071428563,3313.939,3580.333,3710.6464232523704,3567.8046914986676
3100,2977.4058118389535,3156.276019895138,2817.361,2992.2192,3068.246874428268,3009.241025523781
5000,5052.4579894695125,5144.835851648351,4699.368,4640.04,5277.956704552231,5038.034196997395
1000,1177.1420611150488,926.5663364413361,834.9667,1434.9965,960.0987770508733,976.0807768759497
5605,5187.791744861696,5551.317771780741,5152.275,4905.651,5424.489465851254,5304.659340987365
2105,2040.3884505086512,2122.735992063492,2235.859,2229.3237,2092.2911578354747,2121.145174450206
4000,3831.5684880629105,4027.9847214189317,4110.2285,3755.0347,3965.732788697199,4010.8334856365873
6050,5714.430247361368,5963.474533503186,5809.0454,5258.894,5912.382116466896,5850.265253465416
4000,3719.7710873014785,3904.062771252625,3721.133,3593.3984,3836.587747192927,3796.519837026585
1500,1695.4558065040205,1503.6668219461699,1736.4728,1874.5387,1612.3265619036022,1611.5068562347394
5200,4935.531549293937,5011.8946849789945,5063.4883,4550.4604,5025.282116834016,5022.291438773027
2500,2498.4197490308966,2509.260909090909,2877.0183,2563.1167,2606.825384284741,2616.0162902168345
10000,9176.026426917273,9865.150952380955,9161.427,8290.838,9544.7145894574,9322.790935710022
3500,3337.6209018447144,3263.0185062642063,2991.005,3274.9255,3174.5932987877313,3174.275971537468
3375,3258.8006639937903,2955.7749837662336,3263.3147,3238.0757,3252.8552407176758,3246.8916286872177
3950,3719.7710873014785,3904.062771252625,3721.133,3593.3984,3836.587747192927,3796.519837026585
5000,4656.077335108754,4911.744762526599,4627.3193,4437.9673,4807.963427257153,4724.008348400665
3000,3886.2496394862756,3724.9732404568563,3524.5854,3663.6016,3730.806315749838,3698.165838989118
4000,4123.171418705945,4195.989461821357,4272.9663,4117.6704,4168.042338351107,4194.071663267486
700,682.0757836153166,685.7963394452659,684.42053,1109.8661,669.6654001923912,680.4433082969163
13000,12345.990637765297,11719.622229342296,12413.984,11281.441,12190.007069505344,12274.933945519138
2430,2358.4011212408755,2488.136223849959,2413.708,2509.4878,2457.3819847992936,2419.4659633065144
5000,5154.626829991141,4946.48015873016,4646.12,4768.4673,4967.562031855963,4991.809402035883
2290,2125.9258679358923,2284.527837301587,2166.1177,2328.3345,2227.9620821372027,2200.418229539235
4000,4001.223540115717,3373.568181818182,3792.609,3717.6182,3587.308355502607,3741.3319200023416
5000,5042.644078741382,4991.575466200466,5570.181,4710.1313,5103.991279546726,5196.634283329878
2850,2862.2825863851517,2830.0331508799177,2694.105,2881.2021,2863.307864498476,2812.584544793163
600,739.094452355891,597.43725637108,657.9489,984.6503,624.4560194482827,659.8687625697088
2750,2599.6711128126517,2770.1367178602295,2731.8596,2723.4238,2718.0362396811497,2697.02679289058
600,673.6332519320736,593.9321428571428,737.96155,1123.049,603.2074182434159,658.5959289917096
4500,4236.817210526261,4409.6573712639265,4382.7773,4069.0605,4364.028841496909,4298.4811844852375
4800,4966.532638175374,5410.833608934925,5303.442,4813.598,5244.885568166525,5190.748249505666
2000,1947.0971747375643,2007.2769741230702,2145.5286,2148.2346,1997.26144296442,2027.7354862375796
900,980.4122256776814,979.8369959803172,998.6052,1280.1913,964.5273407393314,971.5601659510429
4710,5320.463598022922,5409.050511746934,5356.1836,5007.2544,5308.8062810346255,5327.573864945712
2000,2013.0446666526254,1936.0104477572631,1762.4233,2079.4329,1922.6712363923443,1891.3557745743194
450,493.9610598849681,417.0304834054834,498.96384,1036.6858,440.3217177950313,478.2106683417958
1755,1622.2138188732529,1737.3364090514756,1563.4943,1779.4651,1667.9390899437715,1657.8019680394925
2000,1936.2718325741134,1995.904645364718,2006.5071,1884.9353,1963.8917493853119,1972.2552738262195
2500,2476.574707911303,2500.005384615385,2813.1892,2549.8608,2586.339811333856,2575.6753230353065
1000,1073.7929685485888,948.9009910148109,933.35156,1371.1257,963.9326926964154,971.9234161010394
1000,1254.0714823977041,953.9337535014006,1246.542,1508.5894,1038.0962433729408,1162.8050427780406
1500,1368.2016980829785,1450.1935926754734,1410.1592,1195.4385,1422.751999289294,1441.5945382351392
4200,4121.1140086018395,4191.086728354978,4196.1855,3904.2468,4207.171451090418,4202.123847270116
6050,5752.600945280342,5957.777728176498,5938.9946,5261.5425,5930.272713300162,5881.496986097722
3500,3519.4576252653287,3299.9155483405484,3227.4326,3430.983,3383.0726089325367,3397.7243783485083
1985,1846.5809126433392,1983.7184621212118,1901.9423,2089.2104,1937.3098736445677,1914.5276345396717
4000,5271.28165579875,5263.726190476192,4864.514,4702.645,5194.035193977684,5038.76432928391
26000,24072.58684029676,17286.668968253965,21857.414,21675.479,20273.596877448403,21631.96459849302
15500,14265.459103069732,15487.07955544456,14640.237,12975.234,14149.698513420559,14342.233647463057
2500,2453.02266599822,2437.3837594385673,2196.3992,2442.142,2401.503547123929,2349.3751440483197
2000,2339.179009673771,2022.4211066711066,2345.6338,2426.5376,2143.5985180466305,2193.239146770375
2350,2232.009466798514,2326.1112896825393,2355.2031,2406.0027,2310.7720990707467,2318.260051642328
6500,5979.269957850585,6068.591851100151,6291.5913,5721.3755,6069.768238327409,6137.619709155505
5000,4859.401030560045,4989.598059295403,5310.137,4461.8276,4996.715676490137,5107.909012024183
2000,4205.271439443064,2680.125939143741,3030.5818,4037.5269,3048.3647434681156,3281.971740525861
7250,6797.910079554189,7099.705195368358,6969.553,6237.9497,6813.295899881546,6845.38628881153
1500,236.37032151043104,1346.2142857142856,1100.3112,689.03235,1079.8734207176724,937.4818423506935
19000,17793.335164123702,16720.15607142857,17702.346,16614.607,16611.9450465137,15531.427084083109
2255,2116.7502540355435,2238.027857142857,2206.167,2311.48,2210.038004883831,2197.865928162649
1000,1258.0596815706135,986.0103838692265,1210.6368,1508.0249,1049.8832707245474,1154.8368743239132
2500,2683.4689921537156,2497.90638990639,2666.3008,2583.3691,2558.9709828245796,2615.9916029264928
5000,5379.084360093932,5243.102254420547,5345.447,5025.977,5275.395705068242,5324.526074049453
1500,1394.780104807649,1266.164826839827,1338.3046,1118.1385,1289.2950837381998,1340.1140426660247
2000,3254.2117310244416,3240.649097784527,2825.293,3199.2942,3225.704636282443,3138.9098659700426
6255,5897.1081459121415,6172.228371131083,6031.1455,5423.171,6095.630002346832,6030.967999664277
2055,1963.3877915869339,2021.911172438672,2120.2585,2175.7754,2001.7179776589692,2032.770033240803
1300,1334.1475661458248,1248.9776469063002,1021.9984,1584.2922,1229.6428263210598,1177.9454468433257
4800,4295.441142650052,4793.241388888889,4316.2573,4315.9937,4630.152781803541,4538.948560713943
350,545.6356061681986,430.7827380952381,439.40506,1069.011,449.0319009864427,465.0277550192921
500,700.4898873491952,582.8283534349818,633.63947,1193.8463,598.6742288665099,637.4571850707842
1800,1677.0672436992427,1780.5337795374558,1468.9419,1855.2324,1670.1675641708116,1610.511913708992
4500,4423.407332396284,4293.644702380951,4662.6606,4107.351,4544.443798358417,4567.087145120975
2000,5593.944346644172,3404.0073160173156,3150.4937,5401.3374,4152.8845236363095,4163.9623179427135
6450,6268.569871694279,6219.883533549783,6179.725,5941.5757,6291.292530934894,6250.487749165627
500,1151.7183655061099,992.7409507159507,1250.1344,1420.1067,1053.8513344454414,1126.3065421722174
7500,6941.468182840946,7500.262795218319,7297.2227,6439.9116,7366.24335352233,7258.699662351994
5700,5368.46955601116,5667.5481106577945,5393.0645,4978.7427,5572.722478524082,5484.581850546526
1500,1440.9863329885807,1478.2207658070463,1497.4307,1640.3062,1461.1447297579823,1479.274898225306
7380,6921.417723937324,7461.834676029194,7371.6855,6434.7925,7308.015842239254,7263.577632979354
8755,8066.263122052942,8742.217053412274,8512.664,7510.972,8533.25651920831,8488.02961498594
6500,6157.018630365354,6235.490780196672,6164.92,5963.7437,6055.953699149002,6110.893113648915
