,Min_Price,Max_Price,Modal_Price,Commodity_Code
Min_Price,1.0,0.961233845125519,0.9812243780510298,-0.033811651582035265
Max_Price,0.961233845125519,1.0,0.9911193404345426,-0.00019647110512032755
Modal_Price,0.9812243780510298,0.9911193404345426,1.0,-0.011720287019229312
Commodity_Code,-0.033811651582035265,-0.00019647110512032755,-0.011720287019229312,1.0
