Column,Missing Count,Missing %
clouds,0,0.0
datetime,0,0.0
wind_spd,0,0.0
wind_gust_spd,0,0.0
wind_dir,0,0.0
ts,0,0.0
temp,0,0.0
t_solar_rad,0,0.0
t_ghi,0,0.0
t_dni,0,0.0
t_dhi,0,0.0
solar_rad,0,0.0
slp,0,0.0
rh,0,0.0
pres,0,0.0
precip_gpm,0,0.0
precip,0,0.0
min_temp,0,0.0
max_wind_spd,0,0.0
max_wind_dir,0,0.0
max_uv,0,0.0
max_temp,0,0.0
max_ghi,0,0.0
max_dni,0,0.0
max_dhi,0,0.0
ghi,0,0.0
dni,0,0.0
dhi,0,0.0
dewpt,0,0.0
Market,0,0.0
