clouds (%),Date ,dewpt (°C),dhi (W/m²),dni (W/m²),ghi (W/m²),max_dhi (W/m²),max_dni (W/m²),max_ghi (W/m²),max_temp (°C),max_uv (Index),max_wind_dir (°),max_wind_spd (m/s),min_temp (°C),precip (mm),precip_gpm (mm/hr),pres (hPa),rh (%),slp (hPa),solar_rad (W/m²),temp (°C),wind_dir (°),wind_gust_spd (m/s),wind_spd (m/s)
1.0,2024-06-29,26.6,55,435,360,126,932,1047,30.0,3.8,202,8.0,27.4,23.0,23.0,998,0.9,1001,63,28.3,202,13.6,6.2
1.0,2024-06-30,26.6,55,435,360,126,932,1047,28.9,3.8,208,6.0,27.4,59.0,59.0,998,0.92,1001,51,28.0,208,12.0,5.1
0.99,2024-07-01,26.3,55,435,360,126,932,1047,29.6,3.7,212,8.8,27.0,64.8,64.8,997,0.9,1000,64,28.2,212,16.0,8.1
0.99,2024-07-02,26.3,55,435,360,126,932,1047,31.1,3.8,224,10.0,26.7,68.8,68.8,996,0.87,999,77,28.7,224,18.0,8.5
0.85,2024-07-03,27.0,55,435,360,126,932,1047,31.9,7.5,222,8.8,28.5,0.0,0.0,997,0.85,1001,256,29.9,222,15.6,7.3
0.98,2024-07-04,27.1,55,434,360,126,932,1047,31.5,3.9,219,6.4,27.8,7.8,7.8,999,0.88,1002,88,29.4,219,12.8,5.7
0.99,2024-07-05,26.5,55,434,360,126,932,1047,28.9,3.7,214,6.8,27.4,63.5,63.5,997,0.91,1000,65,28.2,214,12.8,5.6
1.0,2024-07-06,26.5,55,434,360,126,932,1047,30.4,3.7,222,8.0,27.4,10.5,10.5,996,0.87,999,69,28.9,222,14.4,6.1
0.95,2024-07-07,26.6,55,434,359,126,932,1047,32.2,3.9,231,8.0,28.1,0.0,0.0,997,0.83,1000,109,29.9,231,14.4,6.1
0.99,2024-07-08,26.5,55,434,359,126,932,1047,30.7,3.7,212,4.8,27.4,4.5,4.5,998,0.86,1001,70,29.1,212,8.0,3.4
0.93,2024-07-09,26.2,55,433,359,126,932,1047,31.5,3.8,212,5.6,27.0,7.8,7.8,999,0.84,1002,101,29.1,212,9.6,4.1
0.75,2024-07-10,26.0,55,433,359,126,932,1047,30.4,9.3,207,6.4,26.7,1.8,1.8,1001,0.86,1005,300,28.6,207,12.0,5.1
0.96,2024-07-11,26.3,55,433,359,126,932,1047,29.6,4.2,215,5.6,27.4,2.0,2.0,1001,0.89,1004,73,28.4,215,10.4,5.1
0.99,2024-07-12,26.1,55,433,359,126,932,1047,30.0,4.9,226,6.8,26.7,37.8,37.8,999,0.89,1002,101,28.1,226,11.6,5.4
0.99,2024-07-13,26.0,55,433,359,126,932,1048,29.6,3.7,240,6.4,26.7,41.8,41.8,998,0.89,1001,74,28.0,240,11.2,5.1
0.93,2024-07-14,26.8,55,432,358,126,933,1048,31.5,4.3,233,4.8,27.4,0.8,0.8,997,0.86,1000,131,29.3,233,9.6,3.4
0.97,2024-07-15,26.9,55,432,358,126,933,1048,30.7,3.9,243,3.6,27.8,34.8,34.8,996,0.87,1000,72,29.3,243,7.2,2.6
0.98,2024-07-16,26.4,55,432,358,126,933,1048,31.5,3.7,213,4.4,27.4,8.3,8.3,996,0.88,999,71,28.7,213,7.2,2.9
0.98,2024-07-17,26.1,55,432,358,126,933,1048,30.4,4.1,199,6.4,27.0,2.3,2.3,997,0.86,1000,97,28.7,199,11.6,5.2
0.93,2024-07-18,26.4,55,431,358,126,933,1048,30.0,5.6,211,7.2,27.0,3.5,3.5,997,0.89,1000,126,28.4,211,12.0,5.4
0.95,2024-07-19,26.4,55,431,357,126,933,1048,29.6,4.3,210,7.6,27.0,17.0,17.0,995,0.9,998,111,28.2,210,13.2,5.8
0.99,2024-07-20,26.5,55,431,357,126,933,1048,30.0,3.7,209,7.2,27.0,3.8,3.8,996,0.9,999,58,28.3,209,11.6,5.6
1.0,2024-07-21,26.6,55,430,357,126,933,1048,30.4,3.8,216,7.2,27.0,49.5,49.5,996,0.9,1000,69,28.4,216,11.2,5.3
1.0,2024-07-22,26.2,55,430,357,126,933,1048,27.8,3.7,221,8.0,26.3,56.0,56.0,998,0.94,1001,36,27.3,221,15.2,6.1
1.0,2024-07-23,26.4,55,430,356,126,934,1048,27.8,3.7,235,8.0,26.7,82.8,82.8,999,0.94,1002,36,27.4,235,13.6,6.6
1.0,2024-07-24,26.2,55,430,356,126,934,1049,28.1,3.7,246,7.6,26.3,108.5,108.5,996,0.94,1000,44,27.2,246,13.6,6.3
1.0,2024-07-25,25.6,55,429,356,126,934,1049,29.6,3.7,253,8.8,26.7,6.3,6.3,996,0.88,999,69,27.8,253,15.6,6.6
0.99,2024-07-26,26.3,55,429,356,126,934,1049,30.4,4.1,242,7.6,27.4,50.0,50.0,997,0.88,1000,92,28.5,242,14.4,6.9
0.98,2024-07-27,26.0,54,429,355,126,934,1049,28.9,3.7,245,7.6,27.4,11.8,11.8,998,0.88,1001,74,28.2,245,12.4,5.9
1.0,2024-07-28,26.3,54,428,355,126,934,1049,29.6,3.7,242,6.4,27.4,34.0,34.0,996,0.89,999,68,28.3,242,10.8,5.3
0.99,2024-07-29,25.8,54,428,355,126,935,1049,27.8,4.1,227,6.8,27.0,41.5,41.5,995,0.92,998,64,27.3,227,12.8,5.0
0.89,2024-07-30,26.4,54,428,354,126,935,1049,29.3,5.8,220,6.4,26.7,2.5,2.5,998,0.92,1001,186,28.0,220,12.0,5.1
0.8,2024-07-31,26.4,54,427,354,126,935,1049,30.7,8.1,229,6.8,26.7,0.0,0.0,1000,0.89,1004,237,28.5,229,12.4,5.2
1.0,2024-08-01,26.0,54,427,354,126,935,1049,29.6,3.7,233,7.6,26.7,8.0,8.0,1000,0.9,1003,64,27.9,233,13.2,6.1
0.98,2024-08-02,25.9,54,427,353,126,935,1049,29.3,4.0,233,8.4,26.7,19.5,19.5,999,0.9,1002,93,27.7,233,14.4,7.0
0.99,2024-08-03,26.1,54,426,353,126,936,1049,28.5,3.7,235,8.0,26.3,60.8,60.8,999,0.93,1002,50,27.3,235,14.4,6.6
1.0,2024-08-04,25.8,54,426,352,126,936,1049,28.1,3.7,241,6.8,26.3,49.3,49.3,1000,0.93,1003,41,27.0,241,11.2,5.9
0.98,2024-08-05,25.7,54,425,352,126,936,1049,29.3,4.5,224,7.6,26.7,7.8,7.8,1001,0.89,1004,96,27.6,224,14.4,6.3
0.79,2024-08-06,25.7,54,425,352,126,936,1049,28.5,6.7,230,7.2,25.9,0.3,0.3,1002,0.9,1005,237,27.4,230,13.6,5.7
0.84,2024-08-07,25.6,54,425,351,126,936,1048,30.0,4.1,239,6.4,26.3,0.0,0.0,1002,0.86,1005,155,28.1,239,12.0,5.3
0.93,2024-08-08,25.5,54,424,351,126,937,1048,28.9,3.8,233,5.6,26.7,5.0,5.0,1003,0.87,1006,80,27.8,233,10.4,4.8
0.97,2024-08-09,25.7,54,424,350,126,937,1048,30.4,4.1,233,6.0,26.3,1.0,1.0,1004,0.88,1007,99,27.9,233,10.8,4.5
0.95,2024-08-10,25.8,54,423,350,126,937,1048,28.9,5.1,237,6.4,26.3,11.8,11.8,1004,0.89,1007,130,27.8,237,10.4,4.6
0.76,2024-08-11,25.7,54,423,349,126,937,1048,30.0,7.2,238,7.6,26.7,2.8,2.8,1002,0.88,1005,301,27.9,238,12.8,5.4
0.87,2024-08-12,25.6,54,422,349,126,937,1047,28.5,3.9,232,6.4,26.3,14.0,14.0,1002,0.9,1005,63,27.5,232,11.6,4.5
0.74,2024-08-13,25.7,54,422,348,126,938,1047,30.7,6.1,220,4.8,25.9,1.8,1.8,1003,0.87,1006,169,28.2,220,8.8,3.9
0.9,2024-08-14,25.8,54,421,348,126,938,1047,30.7,5.0,222,4.8,26.7,0.0,0.0,1003,0.85,1006,144,28.6,222,8.4,3.4
0.74,2024-08-15,25.7,54,421,347,126,938,1046,31.5,6.6,233,4.8,27.0,0.0,0.0,1002,0.83,1005,243,28.9,233,8.8,3.2
0.97,2024-08-16,26.0,53,420,347,126,938,1046,31.5,4.2,224,5.2,26.7,2.5,2.5,1001,0.85,1004,115,28.7,224,9.6,3.7
0.99,2024-08-17,26.0,53,420,346,126,938,1045,31.9,3.8,224,4.4,27.0,0.0,0.0,1002,0.84,1005,86,29.0,224,8.8,3.1
0.96,2024-08-18,26.2,53,419,345,126,939,1045,32.2,3.7,243,2.8,27.0,0.3,0.3,1003,0.83,1006,109,29.5,243,6.0,1.9
0.96,2024-08-19,26.4,53,419,345,126,939,1044,33.0,4.2,255,2.8,27.8,2.8,2.8,1002,0.81,1006,102,30.0,255,6.0,1.7
0.96,2024-08-20,26.4,53,418,344,126,939,1044,31.9,5.8,245,3.2,27.4,24.3,24.3,1002,0.86,1005,143,29.1,245,6.8,2.0
0.97,2024-08-21,26.1,53,418,343,126,939,1043,31.5,3.7,228,2.4,25.9,27.0,27.0,1002,0.86,1006,104,28.6,228,5.2,1.4
0.98,2024-08-22,27.0,53,417,343,126,939,1042,33.7,4.0,237,3.6,27.4,12.8,12.8,1001,0.85,1005,98,30.0,237,6.4,1.6
1.0,2024-08-23,26.5,53,417,342,126,939,1042,30.0,3.6,207,3.6,26.3,38.5,38.5,1002,0.9,1005,62,28.2,207,6.8,2.2
1.0,2024-08-24,25.7,53,416,341,126,940,1041,27.8,3.8,242,5.2,26.3,81.0,81.0,1002,0.93,1005,55,26.9,242,8.8,3.4
1.0,2024-08-25,25.1,53,415,340,126,940,1040,27.4,3.6,260,6.8,25.9,73.8,73.8,1000,0.91,1003,59,26.8,260,14.4,5.9
1.0,2024-08-26,25.2,53,415,340,126,940,1039,28.1,3.6,243,8.4,25.9,30.8,30.8,997,0.9,1000,56,27.0,243,15.6,7.4
1.0,2024-08-27,25.3,53,414,339,126,940,1038,28.1,3.6,206,8.8,25.6,6.5,6.5,998,0.91,1002,52,26.9,206,16.8,7.8
0.96,2024-08-28,25.6,53,413,338,126,940,1037,29.3,4.1,213,9.6,25.9,10.3,10.3,1000,0.89,1003,110,27.6,213,16.4,7.8
0.85,2024-08-29,25.6,53,413,337,126,940,1036,29.3,4.5,210,8.0,26.7,4.0,4.0,1000,0.88,1003,123,27.8,210,15.6,6.8
0.59,2024-08-30,25.6,52,412,336,126,940,1035,31.1,5.9,198,6.8,26.3,2.0,2.0,1002,0.84,1005,270,28.6,198,12.0,5.2
0.76,2024-08-31,25.6,52,411,335,126,941,1034,31.5,6.6,220,3.6,26.3,0.0,0.0,1003,0.84,1007,185,28.7,220,7.2,2.9
0.98,2024-09-01,25.7,52,410,335,126,941,1033,31.9,3.8,242,4.4,26.7,5.3,5.3,1003,0.83,1006,112,29.0,242,8.4,2.9
1.0,2024-09-02,25.6,52,410,334,126,941,1032,28.1,3.6,270,4.4,25.9,81.0,81.0,1002,0.9,1005,65,27.4,270,8.4,3.0
1.0,2024-09-03,25.2,52,409,333,126,941,1030,29.3,3.5,245,4.0,26.3,62.5,62.5,1002,0.87,1005,69,27.5,245,7.6,3.4
1.0,2024-09-04,25.8,52,408,332,126,941,1029,30.0,3.5,233,5.6,26.3,8.5,8.5,1003,0.89,1006,58,27.8,233,11.6,4.2
0.96,2024-09-05,25.8,52,407,331,126,941,1028,29.6,3.5,240,6.0,26.3,3.8,3.8,1001,0.9,1004,84,27.6,240,11.2,4.5
0.88,2024-09-06,25.6,52,406,330,126,941,1026,29.6,5.1,241,5.6,26.3,5.0,5.0,1002,0.88,1006,181,27.7,241,10.8,4.3
0.46,2024-09-07,25.5,52,405,329,126,941,1025,30.4,7.8,236,5.2,26.3,6.0,6.0,1003,0.85,1006,304,28.2,236,9.6,3.5
0.55,2024-09-08,25.7,51,405,328,126,941,1023,30.7,7.8,228,4.4,26.3,0.0,0.0,1003,0.86,1007,290,28.3,228,8.4,3.4
0.88,2024-09-09,25.9,51,404,327,126,941,1021,30.7,6.4,242,4.4,26.3,6.3,6.3,1001,0.86,1004,181,28.6,242,8.4,3.2
0.97,2024-09-10,25.8,51,403,326,126,941,1020,30.4,3.7,237,4.4,26.3,29.3,29.3,1000,0.86,1003,67,28.3,237,8.4,3.2
0.99,2024-09-11,25.5,51,402,325,126,941,1018,29.6,3.7,231,4.8,26.3,10.5,10.5,1001,0.86,1004,68,28.0,231,9.2,4.0
0.96,2024-09-12,25.0,51,401,324,126,941,1016,30.0,3.5,228,6.0,25.9,3.5,3.5,1003,0.84,1006,83,28.1,228,10.8,4.5
0.52,2024-09-13,24.9,51,400,322,126,941,1014,31.5,8.2,224,6.0,26.3,0.0,0.0,1003,0.82,1007,301,28.3,224,11.2,4.5
0.53,2024-09-14,24.2,51,399,321,126,941,1012,30.0,6.8,215,5.6,24.8,3.8,3.8,1003,0.83,1006,246,27.5,215,10.8,4.2
0.54,2024-09-15,24.7,51,398,320,126,941,1010,29.6,8.2,224,4.0,24.8,0.0,0.0,1004,0.86,1007,267,27.4,224,9.6,3.1
0.19,2024-09-16,24.1,50,397,319,126,941,1008,32.2,9.8,259,3.6,25.9,0.0,0.0,1005,0.78,1008,317,28.5,259,6.8,2.3
0.31,2024-09-17,24.2,50,396,318,126,941,1006,31.9,7.2,266,3.6,26.3,0.5,0.5,1005,0.77,1008,307,28.8,266,6.8,2.5
0.68,2024-09-18,24.7,50,395,317,126,941,1004,32.2,4.3,244,4.0,26.3,1.0,1.0,1003,0.8,1006,184,28.6,244,7.2,2.3
0.3,2024-09-19,25.3,50,393,316,126,941,1002,32.6,7.5,230,3.6,27.0,5.8,5.8,1004,0.8,1007,306,29.2,230,7.6,2.8
0.36,2024-09-20,25.1,50,392,314,125,941,999,32.2,6.7,231,4.0,27.4,0.0,0.0,1004,0.79,1007,265,29.3,231,7.2,2.9
0.21,2024-09-21,25.0,50,391,313,125,941,997,32.2,8.5,246,3.6,27.0,7.0,7.0,1005,0.78,1008,310,29.3,246,6.8,2.9
0.65,2024-09-22,26.1,49,391,312,125,941,995,32.2,6.3,262,4.0,26.7,2.3,2.3,1004,0.83,1007,181,29.3,262,7.6,2.4
0.98,2024-09-23,26.8,49,390,311,125,941,992,33.0,4.0,265,3.6,27.8,4.5,4.5,1003,0.83,1006,99,30.1,265,7.2,2.2
0.98,2024-09-24,26.5,49,389,309,125,941,990,30.7,3.8,257,4.8,27.4,39.5,39.5,1002,0.88,1005,96,28.7,257,8.0,2.3
0.98,2024-09-25,26.2,49,389,308,125,941,987,30.4,4.6,280,4.0,25.2,72.3,72.3,1000,0.91,1004,95,27.9,280,8.8,1.9
1.0,2024-09-26,25.6,49,388,307,125,940,984,28.1,3.2,112,2.8,25.2,40.5,40.5,1000,0.96,1003,31,26.3,112,5.6,1.8
1.0,2024-09-27,25.3,49,388,306,125,940,982,29.6,3.2,157,2.8,25.2,95.3,95.3,1000,0.92,1003,50,26.7,157,7.2,1.9
1.0,2024-09-28,25.3,49,387,304,125,940,979,28.1,3.2,242,4.0,25.6,32.3,32.3,1003,0.92,1006,47,26.6,242,10.4,2.1
0.82,2024-09-29,25.2,49,387,303,125,940,976,29.3,3.2,223,2.4,25.6,0.0,0.0,1006,0.89,1009,78,27.1,223,8.0,1.9
0.39,2024-09-30,25.8,48,386,302,125,940,973,31.9,5.7,245,2.4,25.2,0.0,0.0,1007,0.86,1010,258,28.4,245,5.6,1.5
0.3,2024-10-01,27.2,48,386,300,125,939,970,33.0,7.2,228,2.8,27.0,0.3,0.3,1005,0.87,1008,292,29.7,228,6.4,1.7
0.52,2024-10-02,27.4,48,385,299,124,939,967,33.7,7.3,225,2.8,27.8,4.0,4.0,1005,0.85,1008,281,30.3,225,6.4,1.7
0.33,2024-10-03,26.9,48,385,298,124,939,964,32.6,6.6,228,4.0,27.8,0.0,0.0,1005,0.85,1008,282,29.8,228,7.6,2.6
0.39,2024-10-04,25.9,48,384,296,124,939,961,31.9,6.9,230,3.6,27.0,0.0,0.0,1005,0.83,1009,234,29.1,230,7.2,2.5
0.28,2024-10-05,25.6,48,384,295,124,938,958,32.6,6.8,237,2.8,26.3,0.0,0.0,1006,0.82,1009,282,29.2,237,6.0,1.5
0.29,2024-10-06,25.4,48,383,294,124,938,955,33.3,8.5,80,3.6,26.3,0.0,0.0,1007,0.8,1010,292,29.5,80,7.6,1.9
0.28,2024-10-07,24.5,48,382,292,124,938,952,35.9,8.4,76,3.2,26.7,0.0,0.0,1007,0.7,1010,291,31.0,76,6.0,2.4
0.14,2024-10-08,23.8,48,382,291,124,937,949,36.3,9.2,98,2.8,26.7,0.0,0.0,1007,0.68,1011,288,31.0,98,5.6,2.0
0.69,2024-10-09,24.6,48,381,289,124,937,945,34.4,3.4,141,2.4,26.7,10.8,10.8,1006,0.75,1009,121,29.8,141,6.0,1.6
0.93,2024-10-10,25.1,47,381,288,124,937,942,32.6,2.9,102,3.6,26.3,54.8,54.8,1005,0.81,1008,79,28.7,102,8.0,2.6
0.97,2024-10-11,25.3,47,380,286,123,936,939,31.9,2.9,69,3.6,25.9,10.8,10.8,1004,0.83,1007,68,28.7,69,7.2,2.7
0.9,2024-10-12,24.8,47,379,285,123,936,935,32.6,2.9,176,3.6,25.9,7.5,7.5,1005,0.8,1008,87,28.9,176,6.4,1.9
0.58,2024-10-13,25.9,47,379,284,123,936,932,33.3,7.9,174,2.8,26.3,15.8,15.8,1006,0.84,1009,275,29.0,174,6.8,1.4
0.74,2024-10-14,25.4,47,378,282,123,935,928,33.3,7.5,188,3.6,25.6,2.0,2.0,1006,0.82,1010,252,29.0,188,6.0,2.0
0.96,2024-10-15,26.0,47,378,281,123,935,925,34.4,3.7,114,3.2,26.3,3.5,3.5,1006,0.81,1009,121,29.7,114,5.6,1.3
0.44,2024-10-16,26.5,47,377,279,123,935,921,34.1,6.6,192,2.4,27.0,20.0,20.0,1005,0.82,1009,259,30.0,192,4.8,1.2
0.76,2024-10-17,26.7,47,376,278,123,934,918,34.8,2.9,149,2.4,27.4,2.3,2.3,1005,0.81,1008,105,30.5,149,4.8,1.5
0.92,2024-10-18,26.3,47,376,276,122,934,914,35.2,3.2,124,3.2,27.0,32.8,32.8,1005,0.8,1008,112,30.4,124,6.4,2.1
0.85,2024-10-19,25.3,47,375,275,122,933,911,33.3,6.1,148,2.8,25.6,18.3,18.3,1007,0.83,1010,204,28.6,148,5.2,1.5
0.82,2024-10-20,25.1,46,374,273,122,933,907,32.2,5.0,190,2.4,25.2,0.3,0.3,1008,0.83,1011,183,28.4,190,4.0,1.5
0.61,2024-10-21,25.7,46,373,272,122,932,904,32.6,6.5,110,1.2,27.0,17.8,17.8,1008,0.84,1011,227,28.8,110,5.2,0.9
0.3,2024-10-22,25.2,46,373,270,122,932,900,33.3,7.6,135,2.0,26.3,3.5,3.5,1008,0.8,1011,266,29.2,135,4.4,1.4
0.11,2024-10-23,25.3,46,372,269,122,931,896,34.1,7.9,151,3.2,26.7,0.0,0.0,1008,0.77,1011,268,30.0,151,6.0,2.0
0.22,2024-10-24,24.1,46,371,267,122,931,893,34.8,5.8,156,2.4,25.6,0.0,0.0,1007,0.74,1011,247,29.7,156,5.6,1.6
0.44,2024-10-25,22.4,46,371,266,121,930,889,34.4,5.8,143,2.8,24.1,0.0,0.0,1007,0.71,1010,232,28.8,143,5.2,2.2
0.09,2024-10-26,22.3,46,370,264,121,930,885,34.4,8.3,201,2.8,22.2,0.0,0.0,1007,0.74,1011,264,28.0,201,6.0,1.9
0.2,2024-10-27,23.3,46,369,263,121,929,882,34.4,8.1,210,2.8,23.0,0.0,0.0,1006,0.77,1009,261,28.2,210,6.0,1.5
0.3,2024-10-28,24.9,46,368,261,121,929,878,34.1,8.2,224,2.0,24.1,0.0,0.0,1004,0.82,1007,254,28.7,224,5.2,1.7
0.2,2024-10-29,25.9,45,368,260,121,928,874,34.1,7.4,224,2.4,25.9,0.0,0.0,1006,0.82,1009,254,29.5,224,4.8,1.7
0.32,2024-10-30,25.2,45,367,258,121,928,871,34.8,7.6,159,2.4,25.9,0.0,0.0,1007,0.78,1010,253,30.0,159,4.8,1.5
0.0,2024-10-31,21.1,45,366,257,121,927,867,36.3,8.0,52,3.2,24.4,0.0,0.0,1008,0.65,1011,257,29.4,52,6.8,2.6
0.0,2024-11-01,20.4,45,365,255,120,926,864,35.9,7.9,73,2.8,22.6,0.0,0.0,1009,0.65,1012,255,28.5,73,6.0,2.4
0.0,2024-11-02,19.9,45,364,254,120,926,860,35.6,7.8,119,2.8,21.9,0.0,0.0,1009,0.65,1012,254,28.1,119,5.2,2.2
0.0,2024-11-03,20.4,45,364,253,120,925,856,35.2,7.8,133,2.8,22.6,0.0,0.0,1009,0.65,1012,253,28.3,133,5.6,2.2
0.0,2024-11-04,20.0,45,363,251,120,925,853,35.2,7.7,113,2.8,22.6,0.0,0.0,1008,0.63,1012,251,28.5,113,6.0,2.2
0.0,2024-11-05,19.4,45,362,250,120,924,849,35.6,7.7,115,2.8,23.0,0.0,0.0,1009,0.61,1012,250,28.6,115,5.6,2.3
0.0,2024-11-06,18.5,44,361,248,120,924,846,35.9,7.6,94,2.8,22.2,0.0,0.0,1010,0.59,1013,248,28.4,94,6.4,2.0
0.0,2024-11-07,18.0,44,361,247,119,923,842,35.9,7.5,87,2.4,21.5,0.0,0.0,1010,0.58,1013,247,28.1,87,6.0,2.1
0.0,2024-11-08,18.5,44,360,246,119,922,839,35.6,7.5,115,2.8,21.9,0.0,0.0,1009,0.59,1012,246,28.2,115,6.4,2.1
0.04,2024-11-09,17.6,44,359,244,119,922,835,35.2,7.4,98,2.4,21.9,0.0,0.0,1009,0.56,1012,244,28.2,98,6.4,1.8
0.0,2024-11-10,15.9,44,358,243,119,921,832,35.6,7.4,65,3.6,21.1,0.0,0.0,1009,0.53,1013,243,27.9,65,7.6,2.5
0.0,2024-11-11,15.5,44,358,242,119,921,829,35.2,7.3,64,3.2,21.1,0.0,0.0,1009,0.52,1013,242,27.7,64,7.2,2.2
0.01,2024-11-12,15.9,44,357,240,119,920,825,34.8,7.3,67,3.6,20.7,0.0,0.0,1009,0.53,1012,240,27.5,67,7.6,2.7
0.0,2024-11-13,14.4,44,356,239,118,920,822,34.4,7.2,67,4.4,21.5,0.0,0.0,1007,0.48,1011,239,27.7,67,8.0,3.1
0.0,2024-11-14,15.0,44,355,238,118,919,819,34.8,7.2,135,3.6,21.9,0.0,0.0,1008,0.48,1012,238,27.8,135,7.6,2.6
0.32,2024-11-15,17.5,43,355,237,118,918,816,34.4,5.6,171,3.2,21.9,0.0,0.0,1009,0.56,1012,232,27.7,171,6.4,2.1
0.12,2024-11-16,18.4,43,354,235,118,918,813,34.1,6.9,133,3.2,22.6,0.0,0.0,1008,0.58,1012,235,28.1,133,6.8,2.3
0.08,2024-11-17,17.7,43,353,234,118,917,810,34.4,6.7,46,3.6,23.7,0.0,0.0,1008,0.54,1011,234,28.6,46,8.0,2.7
0.0,2024-11-18,14.3,43,353,233,118,917,807,33.7,7.0,56,4.0,21.9,0.0,0.0,1009,0.48,1012,233,27.5,56,7.2,2.9
0.0,2024-11-19,14.5,43,352,232,118,916,804,32.6,6.9,53,3.6,20.4,0.0,0.0,1010,0.51,1014,232,26.3,53,6.8,2.5
0.0,2024-11-20,14.3,43,351,231,117,916,801,32.2,6.9,50,3.2,21.1,0.0,0.0,1010,0.51,1013,231,26.1,50,7.2,2.6
0.0,2024-11-21,15.2,43,351,230,117,915,798,31.9,6.8,138,2.8,20.4,0.0,0.0,1009,0.55,1013,230,25.6,138,6.8,2.5
0.0,2024-11-22,15.6,43,350,229,117,915,795,31.9,6.8,99,3.2,19.3,0.0,0.0,1009,0.56,1012,229,25.5,99,7.2,2.6
0.0,2024-11-23,16.5,43,349,228,117,914,793,31.5,6.8,174,2.8,20.0,0.0,0.0,1010,0.61,1013,228,25.1,174,5.6,2.1
0.11,2024-11-24,16.7,43,349,227,117,914,790,31.9,6.7,151,2.4,19.3,0.0,0.0,1010,0.61,1013,226,25.2,151,6.0,1.9
0.08,2024-11-25,14.7,43,348,226,117,913,788,31.5,6.7,56,4.4,21.1,0.0,0.0,1010,0.53,1013,226,25.8,56,7.6,3.1
0.02,2024-11-26,11.9,42,348,225,117,913,785,32.2,6.6,63,4.0,19.6,0.0,0.0,1010,0.46,1013,225,25.4,63,8.4,3.5
0.0,2024-11-27,11.7,42,347,224,117,912,783,32.2,6.6,62,4.4,18.5,0.0,0.0,1009,0.47,1012,224,25.1,62,8.0,3.4
0.0,2024-11-28,11.9,42,347,223,117,912,780,31.9,6.6,62,5.6,18.1,0.0,0.0,1009,0.48,1013,223,24.9,62,10.4,3.9
0.0,2024-11-29,11.0,42,346,222,116,911,778,30.0,6.5,56,5.2,18.9,0.0,0.0,1010,0.46,1013,222,24.2,56,10.8,3.9
0.04,2024-11-30,11.3,42,345,221,116,911,776,29.6,6.5,43,4.4,17.8,0.0,0.0,1008,0.48,1011,221,23.5,43,8.8,3.7
0.56,2024-12-01,13.4,42,345,220,116,911,774,30.7,5.8,125,3.6,18.1,0.0,0.0,1006,0.53,1009,165,23.9,125,7.6,3.0
0.56,2024-12-02,16.8,42,344,220,116,910,772,31.9,6.4,56,4.4,20.7,0.0,0.0,1006,0.58,1009,200,26.1,56,8.0,3.3
0.57,2024-12-03,18.0,42,344,219,116,910,770,33.0,4.8,45,4.0,23.0,0.0,0.0,1007,0.56,1010,200,27.8,45,8.4,3.2
0.74,2024-12-04,19.5,42,344,218,116,910,768,32.2,4.9,44,4.0,25.2,0.0,0.0,1008,0.59,1011,197,28.4,44,7.2,3.1
0.26,2024-12-05,21.4,42,343,218,116,909,767,32.2,5.5,116,3.2,24.8,0.0,0.0,1008,0.68,1012,217,28.2,116,6.4,2.2
0.44,2024-12-06,18.4,42,343,217,116,909,765,32.2,5.4,155,4.0,23.0,0.0,0.0,1008,0.6,1012,178,27.1,155,7.6,3.1
0.75,2024-12-07,12.8,42,342,216,116,909,764,30.0,4.7,168,3.2,20.4,0.0,0.0,1008,0.5,1012,180,24.7,168,7.2,2.4
0.02,2024-12-08,12.6,42,342,216,116,909,762,28.9,6.3,163,3.2,17.0,0.0,0.0,1009,0.55,1012,216,22.9,163,6.8,2.3
0.2,2024-12-09,5.6,42,342,215,116,908,761,28.1,4.8,23,5.2,16.3,0.0,0.0,1010,0.38,1014,175,21.7,23,10.0,4.0
0.11,2024-12-10,6.9,42,341,215,116,908,760,28.1,5.4,41,5.6,15.2,0.0,0.0,1010,0.4,1013,210,21.4,41,11.2,4.3
0.03,2024-12-11,12.3,42,341,215,115,908,759,30.7,6.3,111,4.0,17.4,0.0,0.0,1010,0.5,1013,215,23.4,111,6.4,2.8
0.15,2024-12-12,13.7,42,341,214,115,908,758,29.6,6.1,109,4.4,17.4,0.0,0.0,1010,0.57,1013,201,23.1,109,7.6,3.1
0.57,2024-12-13,10.8,41,341,214,115,908,757,29.3,2.2,46,5.2,17.4,0.0,0.0,1011,0.49,1014,108,22.9,46,10.8,4.4
0.03,2024-12-14,10.1,41,340,214,115,908,756,29.6,6.2,55,4.4,17.0,0.0,0.0,1011,0.45,1015,214,23.1,55,8.8,3.8
0.0,2024-12-15,10.5,41,340,213,115,908,755,31.1,6.2,55,3.6,17.4,0.0,0.0,1011,0.47,1015,213,23.5,55,6.8,2.8
0.0,2024-12-16,11.2,41,340,213,115,907,755,31.5,6.2,171,2.8,15.6,0.0,0.0,1010,0.51,1013,213,23.0,171,6.0,2.2
0.15,2024-12-17,12.0,41,340,213,115,907,754,30.4,6.2,157,3.6,15.2,0.0,0.0,1009,0.54,1012,212,22.5,157,6.4,2.2
0.2,2024-12-18,13.1,41,340,213,115,907,754,31.5,6.2,162,3.2,16.3,0.0,0.0,1008,0.58,1011,213,22.6,162,6.0,2.0
0.11,2024-12-19,15.2,41,339,213,115,907,754,30.0,6.2,186,3.2,15.6,0.0,0.0,1008,0.69,1011,213,21.9,186,6.4,1.5
